"","Codigo","Companhia","Ano","APC"
"810",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2015",7434535
"811",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2014",5737130
"812",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2013",128301068
"813",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2012",467553653
"814",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2011",1905949126
"815",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2010",1060533896
"816",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2017",260902
"817",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2016",358787
"818",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2015",306987
"819",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2014",270987
"820",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2013",397302
"821",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2012",510102
"822",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2011",263004
"823",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2010",494104
"824",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2013",2799027
"825",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2012",2799032
"826",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2011",1316005
"827",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2010",1316006
"828",323,"SÃO MARTINHO SA","2015",4
"829",323,"SÃO MARTINHO SA","2014",709782
"830",323,"SÃO MARTINHO SA","2013",597134
"831",323,"SÃO MARTINHO SA","2012",1327246
"832",323,"SÃO MARTINHO SA","2011",1329196
"833",323,"SÃO MARTINHO SA","2010",3521588
"834",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2010",6005005
"835",0,"BANCO SANTANDER (BRASIL) S.A.","2017",4016339
"836",0,"BANCO SANTANDER (BRASIL) S.A.","2016",4367191
"837",0,"BANCO SANTANDER (BRASIL) S.A.","2015",866006
"838",0,"BANCO SANTANDER (BRASIL) S.A.","2014",8403112
"839",0,"BANCO SANTANDER (BRASIL) S.A.","2013",4184791
"840",0,"BANCO SANTANDER (BRASIL) S.A.","2012",181797474
"841",0,"BANCO SANTANDER (BRASIL) S.A.","2010",49758906214
"842",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2010",6887172
"843",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2017",0
"844",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2016",0
"845",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2015",0
"846",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2014",0
"847",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2013",0
"848",327,"SANTANDER LEASING S.A. ARRENDAMENTO MERCANTIL","2011",0
"849",328,"BANCO PINE S/A","2017",65178483
"850",328,"BANCO PINE S/A","2016",65178483
"851",328,"BANCO PINE S/A","2015",65178483
"852",328,"BANCO PINE S/A","2014",65178483
"853",328,"BANCO PINE S/A","2013",65178483
"854",328,"BANCO PINE S/A","2012",65178483
"855",328,"BANCO PINE S/A","2011",58444889
"856",328,"BANCO PINE S/A","2010",51886766
"857",330,"JHSF PARTICIPAÇÕES SA","2017",24337505
"858",330,"JHSF PARTICIPAÇÕES SA","2016",70975140
"859",330,"JHSF PARTICIPAÇÕES SA","2015",70975140
"860",330,"JHSF PARTICIPAÇÕES SA","2014",70975140
"861",330,"JHSF PARTICIPAÇÕES SA","2013",70975140
"862",330,"JHSF PARTICIPAÇÕES SA","2012",48719410
"863",330,"JHSF PARTICIPAÇÕES SA","2011",48675010
"864",330,"JHSF PARTICIPAÇÕES SA","2010",48675010
"865",331,"METALFRIO SOLUTIONS S/A","2017",43702
"866",331,"METALFRIO SOLUTIONS S/A","2016",39202
"867",331,"METALFRIO SOLUTIONS S/A","2015",20824692
"868",331,"METALFRIO SOLUTIONS S/A","2014",31724335
"869",332,"CAFE SOLUVEL BRASILIA SA","2011",57300000
"870",332,"CAFE SOLUVEL BRASILIA SA","2010",165973840
"871",333,"FERTILIZANTES HERINGER SA","2014",3303544
"872",333,"FERTILIZANTES HERINGER SA","2013",25005941
"873",333,"FERTILIZANTES HERINGER SA","2012",28898023
"874",333,"FERTILIZANTES HERINGER SA","2011",49969808
"875",333,"FERTILIZANTES HERINGER SA","2010",28898023
"876",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2017",8327430
"877",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2016",15312443
"878",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2015",15329943
"879",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2014",11214832
"880",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2013",5614889
"881",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2012",4944020
"882",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2011",5095420
"883",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2010",8093204
"884",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2015",14113
"885",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2014",566125
"886",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2013",566125
"887",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2012",573125
"888",336,"BEMATECH  S/A","2013",5153459
"889",336,"BEMATECH  S/A","2012",5208059
"890",336,"BEMATECH  S/A","2011",8886259
"891",336,"BEMATECH  S/A","2010",9216758
"892",337,"BRC SECURITIZADORA SA","2017",1
"893",337,"BRC SECURITIZADORA SA","2016",2
"894",337,"BRC SECURITIZADORA SA","2015",2
"895",337,"BRC SECURITIZADORA SA","2014",2
"896",337,"BRC SECURITIZADORA SA","2013",2
"897",337,"BRC SECURITIZADORA SA","2012",2
"898",337,"BRC SECURITIZADORA SA","2011",2
"899",337,"BRC SECURITIZADORA SA","2010",2
"900",338,"BANCO SOFISA SA","2015",80900690
"901",338,"BANCO SOFISA SA","2014",89019296
"902",338,"BANCO SOFISA SA","2013",89019296
"903",338,"BANCO SOFISA SA","2012",8118606
"904",338,"BANCO SOFISA SA","2011",89019296
"905",338,"BANCO SOFISA SA","2010",93078599
"906",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2016",75672
"907",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2015",75672
"908",341,"PARANA BANCO S.A.","2017",5462152
"909",341,"PARANA BANCO S.A.","2016",34635162
"910",341,"PARANA BANCO S.A.","2015",44555889
"911",341,"PARANA BANCO S.A.","2014",49835189
"912",341,"PARANA BANCO S.A.","2013",46633215
"913",341,"PARANA BANCO S.A.","2012",52095367
"914",341,"PARANA BANCO S.A.","2011",46633215
"915",341,"PARANA BANCO S.A.","2010",46633215
"916",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2011",0
"917",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2010",0
"918",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2017",58645299
"919",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2016",54822060
"920",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2015",54822060
"921",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2014",54822060
"922",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2013",50513216
"923",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2012",50013217
"924",345,"MARFRIG GLOBAL FOODS SA","2017",3258301
"925",345,"MARFRIG GLOBAL FOODS SA","2016",3258301
"926",345,"MARFRIG GLOBAL FOODS SA","2015",4724401
"927",345,"MARFRIG GLOBAL FOODS SA","2014",5685100
"928",345,"MARFRIG GLOBAL FOODS SA","2013",13268901
"929",345,"MARFRIG GLOBAL FOODS SA","2012",13571401
"930",345,"MARFRIG GLOBAL FOODS SA","2011",8419781
"931",345,"MARFRIG GLOBAL FOODS SA","2010",5719201
"932",346,"BANCO DAYCOVAL S.A.","2015",43391944
"933",346,"BANCO DAYCOVAL S.A.","2014",74085904
"934",346,"BANCO DAYCOVAL S.A.","2013",172859739
"935",346,"BANCO DAYCOVAL S.A.","2012",135938478
"936",346,"BANCO DAYCOVAL S.A.","2011",82564516
"937",346,"BANCO DAYCOVAL S.A.","2010",155846661
"938",347,"TEGMA GESTÃO LOGÍSTICA SA","2017",594
"939",347,"TEGMA GESTÃO LOGÍSTICA SA","2016",1179073
"940",347,"TEGMA GESTÃO LOGÍSTICA SA","2015",670160
"941",347,"TEGMA GESTÃO LOGÍSTICA SA","2014",671592
"942",347,"TEGMA GESTÃO LOGÍSTICA SA","2013",671026
"943",347,"TEGMA GESTÃO LOGÍSTICA SA","2012",47526
"944",347,"TEGMA GESTÃO LOGÍSTICA SA","2011",47527
"945",347,"TEGMA GESTÃO LOGÍSTICA SA","2010",108827
"946",348,"ISEC SECURITIZADORA S.A.","2016",272194
"947",348,"ISEC SECURITIZADORA S.A.","2015",273205
"948",348,"ISEC SECURITIZADORA S.A.","2014",273216
"949",348,"ISEC SECURITIZADORA S.A.","2013",90735
"950",348,"ISEC SECURITIZADORA S.A.","2012",90735
"951",349,"SETIBA PARTICIPAÇÕES S/A","2010",1
"952",351,"ALLIS PARTICIPAÇÕES S.A.","2014",889395
"953",351,"ALLIS PARTICIPAÇÕES S.A.","2013",889395
"954",351,"ALLIS PARTICIPAÇÕES S.A.","2012",889396
"955",351,"ALLIS PARTICIPAÇÕES S.A.","2011",889396
"956",351,"ALLIS PARTICIPAÇÕES S.A.","2010",889396
"957",352,"HELBOR EMPREENDIMENTOS S/A","2016",39964274
"958",352,"HELBOR EMPREENDIMENTOS S/A","2015",27803731
"959",352,"HELBOR EMPREENDIMENTOS S/A","2014",21880158
"960",352,"HELBOR EMPREENDIMENTOS S/A","2013",21580158
"961",352,"HELBOR EMPREENDIMENTOS S/A","2012",21880158
"962",352,"HELBOR EMPREENDIMENTOS S/A","2011",130030910
"963",352,"HELBOR EMPREENDIMENTOS S/A","2010",92687235
"964",353,"BANCO INDUSVAL S.A.","2017",20685718
"965",353,"BANCO INDUSVAL S.A.","2016",43785663
"966",353,"BANCO INDUSVAL S.A.","2015",45723498
"967",353,"BANCO INDUSVAL S.A.","2014",45723498
"968",353,"BANCO INDUSVAL S.A.","2013",32400761
"969",353,"BANCO INDUSVAL S.A.","2012",29072748
"970",353,"BANCO INDUSVAL S.A.","2011",27183891
"971",353,"BANCO INDUSVAL S.A.","2010",15810577
"972",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014",0
"973",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013",150009
"974",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012",56013
"975",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2011",41515
"976",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2010",41515
"977",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2017",7379268
"978",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2016",2459756
"979",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2015",2459756
"980",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2014",2459756
"981",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2013",2459756
"982",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2012",2459756
"983",362,"B2W - COMPANHIA DIGITAL","2013",95617122
"984",362,"B2W - COMPANHIA DIGITAL","2012",49087402
"985",362,"B2W - COMPANHIA DIGITAL","2011",36824707
"986",362,"B2W - COMPANHIA DIGITAL","2010",51250447
"987",363,"CAMBUCI SA","2017",233468
"988",363,"CAMBUCI SA","2016",542050
"989",363,"CAMBUCI SA","2015",2643266
"990",363,"CAMBUCI SA","2014",5420512
"991",363,"CAMBUCI SA","2013",3085828
"992",363,"CAMBUCI SA","2012",7755196
"993",363,"CAMBUCI SA","2011",5420512
"994",363,"CAMBUCI SA","2010",5420512
"995",364,"GENERAL SHOPPING BRASIL SA","2017",2895
"996",364,"GENERAL SHOPPING BRASIL SA","2016",5790
"997",364,"GENERAL SHOPPING BRASIL SA","2015",5790
"998",364,"GENERAL SHOPPING BRASIL SA","2014",5790
"999",364,"GENERAL SHOPPING BRASIL SA","2013",5790
"1000",365,"ESTACIO PARTICIPAÇÕES SA","2015",14448527
"1001",365,"ESTACIO PARTICIPAÇÕES SA","2014",12683127
"1002",365,"ESTACIO PARTICIPAÇÕES SA","2013",9878127
"1003",365,"ESTACIO PARTICIPAÇÕES SA","2012",3362331
"1004",365,"ESTACIO PARTICIPAÇÕES SA","2011",690530
"1005",365,"ESTACIO PARTICIPAÇÕES SA","2010",289766
"1006",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2012",0
"1007",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2011",0
"1008",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017",33540074
"1009",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2016",69534370
"1010",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2015",69534370
"1011",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2014",71988592
"1012",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2013",31736296
"1013",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012",31498396
"1014",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011",31498396
"1015",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010",40366962
"1016",369,"MATONE SECURITIZADORA S/A","2011",2
"1017",369,"MATONE SECURITIZADORA S/A","2010",4
"1018",370,"MOURA DUBEUX ENGENHARIA S/A","2017",4
"1019",370,"MOURA DUBEUX ENGENHARIA S/A","2016",267584804
"1020",370,"MOURA DUBEUX ENGENHARIA S/A","2015",267584801
"1021",370,"MOURA DUBEUX ENGENHARIA S/A","2014",251945892
"1022",370,"MOURA DUBEUX ENGENHARIA S/A","2013",377918835
"1023",370,"MOURA DUBEUX ENGENHARIA S/A","2012",244331520
"1024",370,"MOURA DUBEUX ENGENHARIA S/A","2011",236717148
"1025",370,"MOURA DUBEUX ENGENHARIA S/A","2010",144689736
"1026",371,"VISION SECURITIZADORA","2017",1
"1027",371,"VISION SECURITIZADORA","2016",2
"1028",371,"VISION SECURITIZADORA","2015",2
"1029",371,"VISION SECURITIZADORA","2014",2
"1030",371,"VISION SECURITIZADORA","2013",2
"1031",371,"VISION SECURITIZADORA","2012",2
"1032",371,"VISION SECURITIZADORA","2011",2
"1033",371,"VISION SECURITIZADORA","2010",2
"1034",372,"DURATEX S.A.","2017",4967817
"1035",372,"DURATEX S.A.","2016",29901007
"1036",372,"DURATEX S.A.","2015",35865024
"1037",372,"DURATEX S.A.","2014",32678113
"1038",372,"DURATEX S.A.","2013",37635965
"1039",372,"DURATEX S.A.","2012",38670531
"1040",372,"DURATEX S.A.","2011",38669693
"1041",372,"DURATEX S.A.","2010",37834270
"1042",373,"NOVA SECURITIZAÇÃO S/A","2016",2200000
"1043",373,"NOVA SECURITIZAÇÃO S/A","2015",220000
"1044",373,"NOVA SECURITIZAÇÃO S/A","2014",220000
"1045",373,"NOVA SECURITIZAÇÃO S/A","2013",74920
"1046",373,"NOVA SECURITIZAÇÃO S/A","2012",658203
"1047",373,"NOVA SECURITIZAÇÃO S/A","2011",529638
"1048",373,"NOVA SECURITIZAÇÃO S/A","2010",529638
"1049",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014",1
"1050",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013",661296
"1051",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012",2811909
"1052",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",30642747
"1053",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",34526202
"1054",375,"SUL AMERICA S/A","2017",1018371
"1055",375,"SUL AMERICA S/A","2016",15659487
"1056",375,"SUL AMERICA S/A","2015",15659487
"1057",375,"SUL AMERICA S/A","2014",15334728
"1058",375,"SUL AMERICA S/A","2013",14779077
"1059",375,"SUL AMERICA S/A","2012",13880476
"1060",375,"SUL AMERICA S/A","2011",11429216
"1061",375,"SUL AMERICA S/A","2010",23559970
"1062",377,"CONSTRUTORA TENDA S/A","2017",18209
"1063",377,"CONSTRUTORA TENDA S/A","2016",70556
"1064",377,"CONSTRUTORA TENDA S/A","2015",92178
"1065",379,"AMIL PARTICIPAÇÕES S/A","2011",1
"1066",379,"AMIL PARTICIPAÇÕES S/A","2010",6382342
"1067",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2012",168300
"1068",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2011",15179900
"1069",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2010",20493188
"1070",381,"BANCO PAN SA","2013",0
"1071",381,"BANCO PAN SA","2012",8
"1072",381,"BANCO PAN SA","2011",12
"1073",381,"BANCO PAN SA","2010",11
"1074",382,"ENEVA S.A.","2013",145704988
"1075",382,"ENEVA S.A.","2012",145704988
"1076",382,"ENEVA S.A.","2011",289941378
"1077",382,"ENEVA S.A.","2010",91585820
"1078",385,"MONTICIANO PARTICIPAÇÕES S/A","2011",8032278
"1079",385,"MONTICIANO PARTICIPAÇÕES S/A","2010",8028134
"1080",386,"ALIANSCE SHOPPING CENTERS S/A","2015",1263540
"1081",386,"ALIANSCE SHOPPING CENTERS S/A","2014",1500000
"1082",386,"ALIANSCE SHOPPING CENTERS S/A","2013",4129500
"1083",386,"ALIANSCE SHOPPING CENTERS S/A","2012",3e+06
"1084",386,"ALIANSCE SHOPPING CENTERS S/A","2010",43940649
"1085",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2017",392612
"1086",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2016",392612
"1087",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2014",392612
"1088",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013",37038190
"1089",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2012",37038190
"1090",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2011",46950065
"1091",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2010",48307375
"1092",389,"DIRECIONAL ENGENHARIA SA","2017",3768821
"1093",389,"DIRECIONAL ENGENHARIA SA","2016",5707822
"1094",389,"DIRECIONAL ENGENHARIA SA","2015",3671322
"1095",391,"BRZ INVESTIMENTOS S/A","2010",0
"1096",392,"HYPERA S/A","2017",4833922
"1097",392,"HYPERA S/A","2016",140999972
"1098",392,"HYPERA S/A","2015",137699970
"1099",392,"HYPERA S/A","2014",1523458
"1100",392,"HYPERA S/A","2013",36523458
"1101",392,"HYPERA S/A","2012",38046916
"1102",392,"HYPERA S/A","2011",71164306
"1103",392,"HYPERA S/A","2010",343779421
"1104",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017",13249814
"1105",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016",25745937
"1106",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2015",91435746
"1107",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014",166331261
"1108",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011",71894138
"1109",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010",10510647
"1110",394,"PRUMO LOGÍSTICA S.A.","2012",206086230
"1111",394,"PRUMO LOGÍSTICA S.A.","2011",206086230
"1112",394,"PRUMO LOGÍSTICA S.A.","2010",157562616
"1113",396,"ÁQUILLA SECURITIZADORA SA","2017",1000
"1114",396,"ÁQUILLA SECURITIZADORA SA","2016",1000
"1115",396,"ÁQUILLA SECURITIZADORA SA","2012",34
"1116",396,"ÁQUILLA SECURITIZADORA SA","2011",100
"1117",396,"ÁQUILLA SECURITIZADORA SA","2010",100
"1118",397,"UNIDAS S/A","2015",0
"1119",397,"UNIDAS S/A","2011",7
"1120",397,"UNIDAS S/A","2010",7
"1121",400,"BRT HOLDING 1 SA","2010",0
"1122",401,"COPACABANA PRINCE PARTICIPAÇÕES S.A.","2010",1
"1123",404,"HABITASEC SECURITIZADORA SA","2017",79000
"1124",404,"HABITASEC SECURITIZADORA SA","2016",221869
"1125",404,"HABITASEC SECURITIZADORA SA","2015",230758
"1126",404,"HABITASEC SECURITIZADORA SA","2014",203507
"1127",404,"HABITASEC SECURITIZADORA SA","2013",244710
"1128",404,"HABITASEC SECURITIZADORA SA","2012",148235
"1129",404,"HABITASEC SECURITIZADORA SA","2011",213219
"1130",404,"HABITASEC SECURITIZADORA SA","2010",228218
"1131",409,"TARPON INVESTIMENTOS S/A","2012",39999
"1132",409,"TARPON INVESTIMENTOS S/A","2011",1545316
"1133",409,"TARPON INVESTIMENTOS S/A","2010",298140
"1134",410,"ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.","2015",50000
"1135",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2017",1
"1136",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2016",1
"1137",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2015",1
"1138",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2014",1
"1139",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2013",1
"1140",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2012",1
"1141",413,"INFRASEC SECURITIZADORA S/A","2011",1
"1142",413,"INFRASEC SECURITIZADORA S/A","2010",2
"1143",416,"CETIP S.A. - MERCADOS ORGANIZADOS","2011",14340137
"1144",418,"CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A","2010",1
"1145",419,"CENTROVIAS-SISTEMAS RODOVIARIOS S/A","2010",1
"1146",421,"FLEURY SA","2017",128100
"1147",421,"FLEURY SA","2016",34278976
"1148",421,"FLEURY SA","2015",37913766
"1149",421,"FLEURY SA","2014",21614536
"1150",422,"ECORODOVIAS CONCESSÕES E SERVIÇOS S/A","2010",0
"1151",424,"BARIGUI SECURITIZADORA SA","2017",13500
"1152",424,"BARIGUI SECURITIZADORA SA","2016",13500
"1153",424,"BARIGUI SECURITIZADORA SA","2015",13500
"1154",424,"BARIGUI SECURITIZADORA SA","2014",13500
"1155",424,"BARIGUI SECURITIZADORA SA","2013",13500
"1156",424,"BARIGUI SECURITIZADORA SA","2012",7070
"1157",424,"BARIGUI SECURITIZADORA SA","2011",1
"1158",424,"BARIGUI SECURITIZADORA SA","2010",3
"1159",425,"MULTIPLUS SA","2017",19044
"1160",425,"MULTIPLUS SA","2016",1883
"1161",425,"MULTIPLUS SA","2015",1883
"1162",425,"MULTIPLUS SA","2014",2
"1163",425,"MULTIPLUS SA","2013",2
"1164",425,"MULTIPLUS SA","2012",2
"1165",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2017",7151672
"1166",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2016",43526152
"1167",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2015",43778234
"1168",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2014",36861056
"1169",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2013",31752329
"1170",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2012",30904737
"1171",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2011",85097999
"1172",428,"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A","2010",105397985
"1173",429,"JSL S.A.","2017",4896785
"1174",429,"JSL S.A.","2016",14530355
"1175",429,"JSL S.A.","2015",14450355
"1176",429,"JSL S.A.","2014",14530355
"1177",429,"JSL S.A.","2013",14530355
"1178",429,"JSL S.A.","2012",14523655
"1179",429,"JSL S.A.","2011",14523655
"1180",429,"JSL S.A.","2010",14041449
"1181",431,"DUXXI IMOBILIÁRIA S.A.","2012",700451
"1182",432,"MARISA LOJAS SA","2017",12247264
"1183",432,"MARISA LOJAS SA","2016",140072504
"1184",432,"MARISA LOJAS SA","2015",141187263
"1185",432,"MARISA LOJAS SA","2014",141180063
"1186",432,"MARISA LOJAS SA","2013",140883487
"1187",432,"MARISA LOJAS SA","2012",129624750
"1188",432,"MARISA LOJAS SA","2011",118275046
"1189",432,"MARISA LOJAS SA","2010",129770670
"1190",435,"REDENTOR ENERGIA S/A","2014",3461149
"1191",435,"REDENTOR ENERGIA S/A","2013",3461154
"1192",435,"REDENTOR ENERGIA S/A","2012",3461148
"1193",438,"POLO CAPITAL SECURITIZADORA S/A","2017",2499
"1194",438,"POLO CAPITAL SECURITIZADORA S/A","2016",5e+05
"1195",438,"POLO CAPITAL SECURITIZADORA S/A","2015",995000
"1196",438,"POLO CAPITAL SECURITIZADORA S/A","2014",5e+05
"1197",438,"POLO CAPITAL SECURITIZADORA S/A","2013",5e+05
"1198",438,"POLO CAPITAL SECURITIZADORA S/A","2012",5e+05
"1199",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2017",1067085
"1200",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2016",1402064
"1201",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2015",1421164
"1202",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2014",2866671
"1203",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2013",7394800
"1204",441,"BR INSURANCE CORRETORA DE SEGUROS S.A.","2010",56497230
"1205",444,"OURINVEST SECURITIZADORA S.A.","2017",1
"1206",444,"OURINVEST SECURITIZADORA S.A.","2016",165351
"1207",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2017",0
"1208",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2016",0
"1209",445,"CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART","2015",0
"1210",447,"MCM CIMENTOS S.A.","2010",8
"1211",448,"STEIN SP II PARTICIPAÇÕES S.A.","2010",1
"1212",450,"RJ CAPITAL PARTNERS S.A.","2013",99500000
"1213",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2017",31021715
"1214",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2016",30286774
"1215",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2015",46165102
"1216",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2014",46228510
"1217",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2013",46296443
"1218",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2012",46308943
"1219",451,"AREZZO INDÚSTRIA E COMERCIO S/A","2011",46449872
