"","Codigo","Companhia","Ano","APC"
"420",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2012",0
"421",149,"LONGDIS SA","2016",4825879
"422",151,"RUMO S.A.","2017",61334354
"423",151,"RUMO S.A.","2016",61334354
"424",151,"RUMO S.A.","2015",51113461
"425",151,"RUMO S.A.","2012",5357798
"426",151,"RUMO S.A.","2011",77195500
"427",151,"RUMO S.A.","2010",10715596
"428",152,"ELEKTRO REDES S.A.","2012",25147
"429",152,"ELEKTRO REDES S.A.","2011",25147
"430",152,"ELEKTRO REDES S.A.","2010",25147
"431",153,"CAPITALPART PARTICIPAÇÕES SA","2016",142310
"432",155,"INNCORP S.A.","2016",50612981
"433",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2011",2580
"434",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2010",2580
"435",158,"TIM PARTICIPAÇÕES SA","2017",646186
"436",158,"TIM PARTICIPAÇÕES SA","2016",26820
"437",158,"TIM PARTICIPAÇÕES SA","2015",5593
"438",158,"TIM PARTICIPAÇÕES SA","2014",16903
"439",158,"TIM PARTICIPAÇÕES SA","2013",513578
"440",158,"TIM PARTICIPAÇÕES SA","2012",73
"441",158,"TIM PARTICIPAÇÕES SA","2011",15266
"442",158,"TIM PARTICIPAÇÕES SA","2010",15266
"443",160,"TELE NORTE LESTE PARTICIPAÇÕES SA","2010",2984036
"444",166,"BETAPART PARTICIPAÇÕES SA","2017",2761617
"445",166,"BETAPART PARTICIPAÇÕES SA","2016",2761617
"446",166,"BETAPART PARTICIPAÇÕES SA","2015",2761617
"447",166,"BETAPART PARTICIPAÇÕES SA","2014",2761617
"448",166,"BETAPART PARTICIPAÇÕES SA","2013",2761617
"449",166,"BETAPART PARTICIPAÇÕES SA","2012",2761617
"450",166,"BETAPART PARTICIPAÇÕES SA","2011",2761617
"451",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2017",20565875
"452",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2016",22565875
"453",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2015",1120655
"454",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2014",1120655
"455",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013",1120655
"456",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012",1120655
"457",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011",1120655
"458",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2010",1120655
"459",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017",1229196
"460",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2016",1234117
"461",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015",1234117
"462",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2014",1234117
"463",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2013",30857373
"464",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012",185144231
"465",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2011",185144231
"466",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2010",185835635
"467",172,"MRS LOGÍSTICA S/A","2017",0
"468",172,"MRS LOGÍSTICA S/A","2016",0
"469",172,"MRS LOGÍSTICA S/A","2015",0
"470",172,"MRS LOGÍSTICA S/A","2014",0
"471",172,"MRS LOGÍSTICA S/A","2013",0
"472",172,"MRS LOGÍSTICA S/A","2010",20007532
"473",174,"KROTON EDUCACIONAL S.A.","2017",1700058
"474",174,"KROTON EDUCACIONAL S.A.","2016",203875901
"475",174,"KROTON EDUCACIONAL S.A.","2015",198108000
"476",174,"KROTON EDUCACIONAL S.A.","2014",89649740
"477",174,"KROTON EDUCACIONAL S.A.","2013",141486520
"478",174,"KROTON EDUCACIONAL S.A.","2012",69387300
"479",174,"KROTON EDUCACIONAL S.A.","2011",27754920
"480",174,"KROTON EDUCACIONAL S.A.","2010",18077460
"481",175,"ALTERE SECURITIZADORA S.A.","2017",12072994
"482",175,"ALTERE SECURITIZADORA S.A.","2016",36218984
"483",175,"ALTERE SECURITIZADORA S.A.","2015",36195167
"484",175,"ALTERE SECURITIZADORA S.A.","2014",36147533
"485",175,"ALTERE SECURITIZADORA S.A.","2013",36147533
"486",175,"ALTERE SECURITIZADORA S.A.","2012",42168123
"487",175,"ALTERE SECURITIZADORA S.A.","2011",18069767
"488",175,"ALTERE SECURITIZADORA S.A.","2010",3
"489",177,"AETATIS SECURITIZADORA S.A.","2015",1
"490",177,"AETATIS SECURITIZADORA S.A.","2014",1
"491",177,"AETATIS SECURITIZADORA S.A.","2013",1
"492",177,"AETATIS SECURITIZADORA S.A.","2012",1
"493",177,"AETATIS SECURITIZADORA S.A.","2011",2
"494",177,"AETATIS SECURITIZADORA S.A.","2010",3
"495",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016",591
"496",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2017",1
"497",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2016",3
"498",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2015",3
"499",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2014",3
"500",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2013",3
"501",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2012",3
"502",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2011",3
"503",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2010",3
"504",181,"RASIP AGRO PASTORIL SA","2012",14000
"505",181,"RASIP AGRO PASTORIL SA","2011",225700
"506",181,"RASIP AGRO PASTORIL SA","2010",225700
"507",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2017",0
"508",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016",0
"509",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2015",0
"510",186,"RIO PARANAPANEMA ENERGIA SA","2015",148618
"511",186,"RIO PARANAPANEMA ENERGIA SA","2014",194696
"512",186,"RIO PARANAPANEMA ENERGIA SA","2013",194704
"513",186,"RIO PARANAPANEMA ENERGIA SA","2012",195236
"514",186,"RIO PARANAPANEMA ENERGIA SA","2011",190071
"515",186,"RIO PARANAPANEMA ENERGIA SA","2010",186465
"516",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2013",1
"517",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2011",1
"518",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2010",2
"519",189,"IDEIASNET SA","2017",2451600
"520",195,"INVESTCO S/A","2017",6
"521",195,"INVESTCO S/A","2016",6
"522",196,"DTCOM - DIRECT TO COMPANY S.A.","2017",685838
"523",196,"DTCOM - DIRECT TO COMPANY S.A.","2016",2414584
"524",196,"DTCOM - DIRECT TO COMPANY S.A.","2015",2414584
"525",196,"DTCOM - DIRECT TO COMPANY S.A.","2014",8587136
"526",196,"DTCOM - DIRECT TO COMPANY S.A.","2013",24145842
"527",196,"DTCOM - DIRECT TO COMPANY S.A.","2012",12143239
"528",196,"DTCOM - DIRECT TO COMPANY S.A.","2011",12143239
"529",196,"DTCOM - DIRECT TO COMPANY S.A.","2010",10796632
"530",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017",2719911
"531",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2016",4770450
"532",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015",4770450
"533",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014",4437064
"534",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013",4808171
"535",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012",4394508
"536",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2011",4788193
"537",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2010",5343084
"538",203,"CEMIG TELECOMUNICAÇÕES S/A","2013",1
"539",203,"CEMIG TELECOMUNICAÇÕES S/A","2010",6
"540",204,"BRADESPAR S/A","2017",0
"541",204,"BRADESPAR S/A","2016",0
"542",204,"BRADESPAR S/A","2015",351600
"543",204,"BRADESPAR S/A","2014",351600
"544",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010",1
"545",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2011",0
"546",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2010",0
"547",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2017",1
"548",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2015",4
"549",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2014",4
"550",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2013",4
"551",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2012",4
"552",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2011",4
"553",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2010",3
"554",219,"CAIANDA PARTICIPAÇÕES SA","2010",1
"555",220,"LIQ PARTICIPAÇÕES S.A.","2017",421000
"556",222,"CACONDE PARTICIPAÇÕES SA","2010",1
"557",225,"SANEAMENTO DE GOIAS SA","2015",0
"558",225,"SANEAMENTO DE GOIAS SA","2014",4005
"559",225,"SANEAMENTO DE GOIAS SA","2013",6412406
"560",225,"SANEAMENTO DE GOIAS SA","2012",6412406
"561",225,"SANEAMENTO DE GOIAS SA","2011",6412406
"562",225,"SANEAMENTO DE GOIAS SA","2010",6412406
"563",234,"BIOMM SA","2017",316089
"564",234,"BIOMM SA","2016",5759331
"565",234,"BIOMM SA","2015",3876798
"566",234,"BIOMM SA","2014",2297598
"567",234,"BIOMM SA","2013",2419311
"568",234,"BIOMM SA","2012",2733090
"569",234,"BIOMM SA","2011",991299
"570",234,"BIOMM SA","2010",390212
"571",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2017",87790
"572",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2016",4394210
"573",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2015",3530000
"574",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2014",5430400
"575",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2013",3591800
"576",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2012",3508800
"577",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2011",4904600
"578",236,"TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.","2010",5414100
"579",237,"ITAÚ UNIBANCO HOLDING S.A.","2016",0
"580",237,"ITAÚ UNIBANCO HOLDING S.A.","2015",3074
"581",237,"ITAÚ UNIBANCO HOLDING S.A.","2014",2795
"582",237,"ITAÚ UNIBANCO HOLDING S.A.","2013",2541
"583",237,"ITAÚ UNIBANCO HOLDING S.A.","2012",2310
"584",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2017",500
"585",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2016",1000
"586",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2015",1000
"587",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2014",1000
"588",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2013",1000
"589",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2012",1000
"590",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2011",1000
"591",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2010",1000
"592",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2014",6013700
"593",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2013",6013700
"594",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2012",6013700
"595",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2011",6013700
"596",244,"COMPANHIA DE SANEAMENTO DE MINAS GERAIS","2010",370176
"597",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2017",2232992
"598",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2015",195023762
"599",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2014",201094854
"600",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2013",170257059
"601",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2012",202272154
"602",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2011",153388907
"603",245,"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2010",144527063
"604",247,"PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2012",1
"605",247,"PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2011",4
"606",247,"PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2010",4
"607",248,"FIBRA CIA SECURITIZADORA CRED IMOB","2014",204
"608",248,"FIBRA CIA SECURITIZADORA CRED IMOB","2010",613
"609",249,"NATURA COSMETICOS SA","2017",2929968
"610",249,"NATURA COSMETICOS SA","2016",170761495
"611",249,"NATURA COSMETICOS SA","2015",156113431
"612",249,"NATURA COSMETICOS SA","2014",112009495
"613",249,"NATURA COSMETICOS SA","2013",68230636
"614",249,"NATURA COSMETICOS SA","2012",74114042
"615",249,"NATURA COSMETICOS SA","2011",9403116
"616",249,"NATURA COSMETICOS SA","2010",9403116
"617",250,"GOL LINHAS AEREAS INTELIGENTES SA","2017",105
"618",250,"GOL LINHAS AEREAS INTELIGENTES SA","2016",525
"619",250,"GOL LINHAS AEREAS INTELIGENTES SA","2015",525
"620",250,"GOL LINHAS AEREAS INTELIGENTES SA","2014",525
"621",250,"GOL LINHAS AEREAS INTELIGENTES SA","2012",390
"622",250,"GOL LINHAS AEREAS INTELIGENTES SA","2011",15
"623",250,"GOL LINHAS AEREAS INTELIGENTES SA","2010",16
"624",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2015",11
"625",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2014",11
"626",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2013",11
"627",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2012",11
"628",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2011",11
"629",251,"CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A","2010",11
"630",252,"UNIVER CIDADE TRUST DE RECEBIVEIS SA","2012",9445
"631",252,"UNIVER CIDADE TRUST DE RECEBIVEIS SA","2011",18890
"632",252,"UNIVER CIDADE TRUST DE RECEBIVEIS SA","2010",18890
"633",253,"SANESALTO SANEAMENTO SA","2014",1
"634",253,"SANESALTO SANEAMENTO SA","2013",37521
"635",253,"SANESALTO SANEAMENTO SA","2012",37521
"636",253,"SANESALTO SANEAMENTO SA","2011",37521
"637",253,"SANESALTO SANEAMENTO SA","2010",37521
"638",255,"GRENDENE SA","2017",28912677
"639",255,"GRENDENE SA","2016",287406679
"640",255,"GRENDENE SA","2015",52488436
"641",255,"GRENDENE SA","2014",18176600
"642",255,"GRENDENE SA","2013",18687900
"643",255,"GRENDENE SA","2012",22559700
"644",256,"DIAGNOSTICOS DA AMERICA SA","2017",36034265
"645",256,"DIAGNOSTICOS DA AMERICA SA","2016",37505118
"646",256,"DIAGNOSTICOS DA AMERICA SA","2015",73539384
"647",256,"DIAGNOSTICOS DA AMERICA SA","2014",73539384
"648",256,"DIAGNOSTICOS DA AMERICA SA","2013",73539384
"649",256,"DIAGNOSTICOS DA AMERICA SA","2012",73539384
"650",256,"DIAGNOSTICOS DA AMERICA SA","2011",73539384
"651",256,"DIAGNOSTICOS DA AMERICA SA","2010",73539384
"652",259,"POMIFRUTAS S/A","2017",6780975
"653",259,"POMIFRUTAS S/A","2016",7827900
"654",259,"POMIFRUTAS S/A","2015",1702250
"655",259,"POMIFRUTAS S/A","2014",7804375
"656",259,"POMIFRUTAS S/A","2013",3722132
"657",259,"POMIFRUTAS S/A","2012",8911893
"658",259,"POMIFRUTAS S/A","2011",9532436
"659",259,"POMIFRUTAS S/A","2010",9754436
"660",260,"BTG PACTUAL SECURITIZADORA S.A","2012",1
"661",260,"BTG PACTUAL SECURITIZADORA S.A","2011",1
"662",260,"BTG PACTUAL SECURITIZADORA S.A","2010",1
"663",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2014",177000
"664",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2013",177000
"665",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2012",12500
"666",264,"LOCALIZA RENT A CAR SA","2017",39318341
"667",264,"LOCALIZA RENT A CAR SA","2016",116896055
"668",264,"LOCALIZA RENT A CAR SA","2015",90853379
"669",264,"LOCALIZA RENT A CAR SA","2014",45755243
"670",264,"LOCALIZA RENT A CAR SA","2013",45319531
"671",264,"LOCALIZA RENT A CAR SA","2012",45267114
"672",264,"LOCALIZA RENT A CAR SA","2011",45267111
"673",264,"LOCALIZA RENT A CAR SA","2010",52101145
"674",266,"EDP ENERGIAS DO BRASIL S/A","2017",52042
"675",266,"EDP ENERGIAS DO BRASIL S/A","2016",257480450
"676",266,"EDP ENERGIAS DO BRASIL S/A","2015",96
"677",266,"EDP ENERGIAS DO BRASIL S/A","2014",96
"678",266,"EDP ENERGIAS DO BRASIL S/A","2013",48
"679",266,"EDP ENERGIAS DO BRASIL S/A","2012",48
"680",266,"EDP ENERGIAS DO BRASIL S/A","2011",48
"681",266,"EDP ENERGIAS DO BRASIL S/A","2010",171
"682",269,"COSAN SA INDUSTRIA E COMERCIO","2015",154167463
"683",269,"COSAN SA INDUSTRIA E COMERCIO","2013",18794588
"684",269,"COSAN SA INDUSTRIA E COMERCIO","2012",60973818
"685",272,"RB CAPITAL SECURITIZADORA S.A.","2013",1
"686",272,"RB CAPITAL SECURITIZADORA S.A.","2011",1
"687",272,"RB CAPITAL SECURITIZADORA S.A.","2010",2
"688",274,"UNIVERSO ONLINE SA","2010",17671836
"689",276,"BR MALLS PARTICIPAÇOES S.A.","2014",31101070
"690",277,"TEMPO PARTICIPAÇOES S/A","2013",27080946
"691",277,"TEMPO PARTICIPAÇOES S/A","2012",27080946
"692",277,"TEMPO PARTICIPAÇOES S/A","2011",27080946
"693",277,"TEMPO PARTICIPAÇOES S/A","2010",27080946
"694",283,"TOTVS S.A","2017",16810
"695",283,"TOTVS S.A","2016",16810
"696",283,"TOTVS S.A","2015",16810
"697",283,"TOTVS S.A","2014",49510
"698",283,"TOTVS S.A","2013",37587
"699",283,"TOTVS S.A","2012",61340
"700",283,"TOTVS S.A","2011",16810
"701",283,"TOTVS S.A","2010",16810
"702",284,"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A","2017",135390968
"703",284,"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A","2016",135390968
"704",284,"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A","2015",135390968
"705",284,"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A","2014",135390968
"706",284,"XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A","2013",135390968
"707",285,"EQUATORIAL ENERGIA S/A","2017",606253
"708",285,"EQUATORIAL ENERGIA S/A","2016",614753
"709",285,"EQUATORIAL ENERGIA S/A","2015",667994
"710",285,"EQUATORIAL ENERGIA S/A","2014",242531
"711",285,"EQUATORIAL ENERGIA S/A","2013",242531
"712",285,"EQUATORIAL ENERGIA S/A","2012",242531
"713",285,"EQUATORIAL ENERGIA S/A","2011",242531
"714",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2015",3120800
"715",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2014",2837091
"716",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2017",634000
"717",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2016",634000
"718",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2015",634000
"719",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2014",634000
"720",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2013",19708650
"721",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2012",634300
"722",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2011",634300
"723",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2010",634300
"724",291,"UNI CIDADE SPTRUST DE RECEBÍVEIS SA","2010",495
"725",293,"ODONTOPREV S/A","2017",7687468
"726",293,"ODONTOPREV S/A","2016",5447841
"727",293,"ODONTOPREV S/A","2015",417440
"728",293,"ODONTOPREV S/A","2014",0
"729",293,"ODONTOPREV S/A","2013",60000
"730",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2015",226674
"731",298,"CENTENNIAL ASSET PART. MINAS-RIO S/A","2010",1
"732",299,"CCX CARVÃO DA COLOMBIA S.A.","2017",956433
"733",299,"CCX CARVÃO DA COLOMBIA S.A.","2016",9564337
"734",299,"CCX CARVÃO DA COLOMBIA S.A.","2015",9564337
"735",299,"CCX CARVÃO DA COLOMBIA S.A.","2014",9564337
"736",299,"CCX CARVÃO DA COLOMBIA S.A.","2013",95644427
"737",299,"CCX CARVÃO DA COLOMBIA S.A.","2012",95751295
"738",299,"CCX CARVÃO DA COLOMBIA S.A.","2011",96753609
"739",299,"CCX CARVÃO DA COLOMBIA S.A.","2010",63940779
"740",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2012",8
"741",300,"CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.","2011",8
"742",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016",14818352
"743",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2010",22
"744",304,"BROOKFIELD INCORPORAÇÕES S.A.","2015",3549182
"745",304,"BROOKFIELD INCORPORAÇÕES S.A.","2013",6
"746",304,"BROOKFIELD INCORPORAÇÕES S.A.","2012",3858524
"747",304,"BROOKFIELD INCORPORAÇÕES S.A.","2011",15594284
"748",304,"BROOKFIELD INCORPORAÇÕES S.A.","2010",40719042
"749",305,"CEMIG DISTRIBUIÇÃO S/A","2012",0
"750",305,"CEMIG DISTRIBUIÇÃO S/A","2011",0
"751",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2013",41900000
"752",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2010",41900000
"753",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2017",164859
"754",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2016",1752885
"755",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2015",1752885
"756",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2014",2695853
"757",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2013",400079
"758",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2012",1109802
"759",309,"TERRA SANTA AGRO S.A.","2017",26939
"760",309,"TERRA SANTA AGRO S.A.","2016",4321075
"761",309,"TERRA SANTA AGRO S.A.","2015",3828075
"762",309,"TERRA SANTA AGRO S.A.","2014",1979575
"763",309,"TERRA SANTA AGRO S.A.","2013",2888325
"764",309,"TERRA SANTA AGRO S.A.","2012",76426766
"765",309,"TERRA SANTA AGRO S.A.","2011",8846487
"766",309,"TERRA SANTA AGRO S.A.","2010",361784432
"767",310,"POSITIVO INFORMATICA SA","2017",4139539
"768",310,"POSITIVO INFORMATICA SA","2016",48674475
"769",310,"POSITIVO INFORMATICA SA","2015",48674475
"770",310,"POSITIVO INFORMATICA SA","2014",48674475
"771",310,"POSITIVO INFORMATICA SA","2013",49674475
"772",310,"POSITIVO INFORMATICA SA","2012",49674475
"773",310,"POSITIVO INFORMATICA SA","2011",49674475
"774",310,"POSITIVO INFORMATICA SA","2010",49674475
"775",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2017",5447526
"776",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2016",5862139
"777",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2015",5748502
"778",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2014",5711932
"779",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2013",5496679
"780",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2012",38879598
"781",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2011",50898881
"782",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2010",47790352
"783",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2016",1
"784",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2015",2
"785",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2014",2
"786",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2013",2
"787",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2012",2
"788",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2011",2
"789",313,"TC SECURITIES CIA DE SECURITIZAÇÃO","2010",5
"790",315,"ONE PROPERTIES S.A.","2010",1605472
"791",316,"TECNISA S/A","2017",13546288
"792",316,"TECNISA S/A","2016",13546288
"793",316,"TECNISA S/A","2015",8491900
"794",316,"TECNISA S/A","2014",51380283
"795",316,"TECNISA S/A","2013",25172711
"796",316,"TECNISA S/A","2012",23094711
"797",316,"TECNISA S/A","2011",18856611
"798",316,"TECNISA S/A","2010",14058611
"799",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2017",4e+05
"800",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2016",10868182
"801",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2015",15607944
"802",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2014",8535740
"803",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2013",12147082
"804",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2012",12147082
"805",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2011",12147082
"806",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2010",16919544
"807",318,"TFA SECURITIZADORA S/A","2011",1000
"808",318,"TFA SECURITIZADORA S/A","2010",2000
"809",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2017",7826834
