"","Código","Companhia","Ano","Dummy"
"1059",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2012",0
"1060",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2011",0
"1061",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2010",0
"1062",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2011",0
"1063",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2010",0
"1064",158,"TIM PARTICIPAÇÕES SA","2017",0
"1065",158,"TIM PARTICIPAÇÕES SA","2016",0
"1066",158,"TIM PARTICIPAÇÕES SA","2015",0
"1067",158,"TIM PARTICIPAÇÕES SA","2014",0
"1068",158,"TIM PARTICIPAÇÕES SA","2013",0
"1069",158,"TIM PARTICIPAÇÕES SA","2012",0
"1070",158,"TIM PARTICIPAÇÕES SA","2011",0
"1071",158,"TIM PARTICIPAÇÕES SA","2010",0
"1072",159,"EMBRATEL PARTICIPAÇÕES SA","2013",0
"1073",159,"EMBRATEL PARTICIPAÇÕES SA","2012",0
"1074",159,"EMBRATEL PARTICIPAÇÕES SA","2011",0
"1075",159,"EMBRATEL PARTICIPAÇÕES SA","2010",0
"1076",160,"TELE NORTE LESTE PARTICIPAÇÕES SA","2010",0
"1077",161,"TELEFÔNICA BRASIL S.A.","2017",1
"1078",161,"TELEFÔNICA BRASIL S.A.","2016",1
"1079",161,"TELEFÔNICA BRASIL S.A.","2015",1
"1080",161,"TELEFÔNICA BRASIL S.A.","2014",0
"1081",161,"TELEFÔNICA BRASIL S.A.","2013",1
"1082",161,"TELEFÔNICA BRASIL S.A.","2012",1
"1083",161,"TELEFÔNICA BRASIL S.A.","2011",1
"1084",161,"TELEFÔNICA BRASIL S.A.","2010",1
"1085",162,"VIVO PARTICIPAÇÕES SA","2010",0
"1086",164,"MAORI SA","2015",1
"1087",164,"MAORI SA","2014",1
"1088",164,"MAORI SA","2013",1
"1089",164,"MAORI SA","2012",1
"1090",164,"MAORI SA","2011",1
"1091",164,"MAORI SA","2010",0
"1092",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2013",0
"1093",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2012",0
"1094",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2011",0
"1095",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2010",0
"1096",166,"BETAPART PARTICIPAÇÕES SA","2017",0
"1097",166,"BETAPART PARTICIPAÇÕES SA","2016",0
"1098",166,"BETAPART PARTICIPAÇÕES SA","2015",0
"1099",166,"BETAPART PARTICIPAÇÕES SA","2014",0
"1100",166,"BETAPART PARTICIPAÇÕES SA","2013",0
"1101",166,"BETAPART PARTICIPAÇÕES SA","2012",0
"1102",166,"BETAPART PARTICIPAÇÕES SA","2011",0
"1103",166,"BETAPART PARTICIPAÇÕES SA","2010",0
"1104",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2017",0
"1105",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2016",0
"1106",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2015",0
"1107",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2014",0
"1108",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013",0
"1109",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012",0
"1110",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011",0
"1111",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2010",0
"1112",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017",0
"1113",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2016",0
"1114",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015",0
"1115",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2014",0
"1116",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2013",0
"1117",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012",0
"1118",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2011",0
"1119",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2010",0
"1120",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2017",1
"1121",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2016",1
"1122",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2015",1
"1123",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2014",1
"1124",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2013",1
"1125",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2012",1
"1126",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2011",0
"1127",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2010",1
"1128",171,"RUMO MALHA PAULISTA S.A.","2017",1
"1129",171,"RUMO MALHA PAULISTA S.A.","2016",1
"1130",171,"RUMO MALHA PAULISTA S.A.","2015",1
"1131",171,"RUMO MALHA PAULISTA S.A.","2014",1
"1132",171,"RUMO MALHA PAULISTA S.A.","2013",1
"1133",171,"RUMO MALHA PAULISTA S.A.","2012",0
"1134",171,"RUMO MALHA PAULISTA S.A.","2011",0
"1135",171,"RUMO MALHA PAULISTA S.A.","2010",0
"1136",172,"MRS LOGÍSTICA S/A","2017",0
"1137",172,"MRS LOGÍSTICA S/A","2016",0
"1138",172,"MRS LOGÍSTICA S/A","2015",0
"1139",172,"MRS LOGÍSTICA S/A","2014",0
"1140",172,"MRS LOGÍSTICA S/A","2013",0
"1141",172,"MRS LOGÍSTICA S/A","2012",1
"1142",172,"MRS LOGÍSTICA S/A","2011",0
"1143",172,"MRS LOGÍSTICA S/A","2010",0
"1144",173,"GAMA PARTICIPAÇÕES S.A.","2017",0
"1145",173,"GAMA PARTICIPAÇÕES S.A.","2016",0
"1146",173,"GAMA PARTICIPAÇÕES S.A.","2015",0
"1147",173,"GAMA PARTICIPAÇÕES S.A.","2014",0
"1148",173,"GAMA PARTICIPAÇÕES S.A.","2013",0
"1149",173,"GAMA PARTICIPAÇÕES S.A.","2012",0
"1150",173,"GAMA PARTICIPAÇÕES S.A.","2011",0
"1151",173,"GAMA PARTICIPAÇÕES S.A.","2010",0
"1152",174,"KROTON EDUCACIONAL S.A.","2017",0
"1153",174,"KROTON EDUCACIONAL S.A.","2016",0
"1154",174,"KROTON EDUCACIONAL S.A.","2015",0
"1155",174,"KROTON EDUCACIONAL S.A.","2014",0
"1156",174,"KROTON EDUCACIONAL S.A.","2013",0
"1157",174,"KROTON EDUCACIONAL S.A.","2012",0
"1158",174,"KROTON EDUCACIONAL S.A.","2011",0
"1159",174,"KROTON EDUCACIONAL S.A.","2010",0
"1160",175,"ALTERE SECURITIZADORA S.A.","2017",0
"1161",175,"ALTERE SECURITIZADORA S.A.","2016",0
"1162",175,"ALTERE SECURITIZADORA S.A.","2015",0
"1163",175,"ALTERE SECURITIZADORA S.A.","2014",0
"1164",175,"ALTERE SECURITIZADORA S.A.","2013",0
"1165",175,"ALTERE SECURITIZADORA S.A.","2012",0
"1166",175,"ALTERE SECURITIZADORA S.A.","2011",0
"1167",175,"ALTERE SECURITIZADORA S.A.","2010",0
"1168",176,"ALIUM PARTICIPAÇÕES SA","2010",0
"1169",177,"AETATIS SECURITIZADORA S.A.","2015",0
"1170",177,"AETATIS SECURITIZADORA S.A.","2014",0
"1171",177,"AETATIS SECURITIZADORA S.A.","2013",0
"1172",177,"AETATIS SECURITIZADORA S.A.","2012",0
"1173",177,"AETATIS SECURITIZADORA S.A.","2011",0
"1174",177,"AETATIS SECURITIZADORA S.A.","2010",0
"1175",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2012",0
"1176",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2011",0
"1177",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2010",0
"1178",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2017",0
"1179",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016",0
"1180",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2015",0
"1181",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2014",0
"1182",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2013",0
"1183",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2012",0
"1184",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2011",0
"1185",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2010",0
"1186",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2017",0
"1187",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2016",0
"1188",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2015",0
"1189",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2014",0
"1190",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2013",0
"1191",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2012",0
"1192",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2011",0
"1193",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2010",0
"1194",181,"RASIP AGRO PASTORIL SA","2012",1
"1195",181,"RASIP AGRO PASTORIL SA","2011",1
"1196",181,"RASIP AGRO PASTORIL SA","2010",1
"1197",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2017",0
"1198",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2016",0
"1199",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2015",0
"1200",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2014",0
"1201",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2013",0
"1202",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2012",0
"1203",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2011",0
"1204",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2010",0
"1205",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2017",0
"1206",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016",0
"1207",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2015",0
"1208",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2014",0
"1209",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2013",0
"1210",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2010",0
"1211",184,"PROMPT PARTICIPAÇÕES S.A.","2017",0
"1212",184,"PROMPT PARTICIPAÇÕES S.A.","2016",0
"1213",184,"PROMPT PARTICIPAÇÕES S.A.","2015",0
"1214",184,"PROMPT PARTICIPAÇÕES S.A.","2014",0
"1215",184,"PROMPT PARTICIPAÇÕES S.A.","2013",0
"1216",184,"PROMPT PARTICIPAÇÕES S.A.","2012",0
"1217",184,"PROMPT PARTICIPAÇÕES S.A.","2011",0
"1218",184,"PROMPT PARTICIPAÇÕES S.A.","2010",0
"1219",185,"AES TIETE SA","2014",0
"1220",185,"AES TIETE SA","2013",0
"1221",185,"AES TIETE SA","2012",0
"1222",185,"AES TIETE SA","2011",0
"1223",185,"AES TIETE SA","2010",0
"1224",186,"RIO PARANAPANEMA ENERGIA SA","2017",1
"1225",186,"RIO PARANAPANEMA ENERGIA SA","2016",1
"1226",186,"RIO PARANAPANEMA ENERGIA SA","2015",1
"1227",186,"RIO PARANAPANEMA ENERGIA SA","2014",1
"1228",186,"RIO PARANAPANEMA ENERGIA SA","2013",1
"1229",186,"RIO PARANAPANEMA ENERGIA SA","2012",1
"1230",186,"RIO PARANAPANEMA ENERGIA SA","2011",0
"1231",186,"RIO PARANAPANEMA ENERGIA SA","2010",0
"1232",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2017",0
"1233",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2016",0
"1234",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2015",0
"1235",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2014",0
"1236",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2013",0
"1237",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2012",0
"1238",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2011",0
"1239",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2010",0
"1240",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2017",0
"1241",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2016",0
"1242",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2015",0
"1243",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2014",0
"1244",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2013",0
"1245",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2012",0
"1246",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2011",0
"1247",188,"RB CAPITAL COMPANHIA DE SECURITIZAÇÃO","2010",0
"1248",189,"IDEIASNET SA","2017",0
"1249",189,"IDEIASNET SA","2016",0
"1250",189,"IDEIASNET SA","2015",0
"1251",189,"IDEIASNET SA","2014",0
"1252",189,"IDEIASNET SA","2013",0
"1253",189,"IDEIASNET SA","2012",0
"1254",189,"IDEIASNET SA","2011",0
"1255",189,"IDEIASNET SA","2010",0
"1256",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2017",1
"1257",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2016",1
"1258",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2015",1
"1259",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2014",0
"1260",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2013",0
"1261",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2012",0
"1262",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2011",0
"1263",190,"REAL AI PIC SECURITIZADORA DE CREDITOS IMOBILIARIOS S.A.","2010",0
"1264",191,"ULTRAPAR PARTICIPAÇÕES SA","2017",0
"1265",191,"ULTRAPAR PARTICIPAÇÕES SA","2016",0
"1266",191,"ULTRAPAR PARTICIPAÇÕES SA","2015",0
"1267",191,"ULTRAPAR PARTICIPAÇÕES SA","2014",0
"1268",191,"ULTRAPAR PARTICIPAÇÕES SA","2013",0
"1269",191,"ULTRAPAR PARTICIPAÇÕES SA","2012",0
"1270",191,"ULTRAPAR PARTICIPAÇÕES SA","2011",0
"1271",191,"ULTRAPAR PARTICIPAÇÕES SA","2010",0
"1272",192,"CLARION S/A AGROINDUSTRIAL","2012",0
"1273",192,"CLARION S/A AGROINDUSTRIAL","2011",0
"1274",192,"CLARION S/A AGROINDUSTRIAL","2010",0
"1275",193,"TERMINAL GARAGEM MENEZES CORTES SA","2017",0
"1276",193,"TERMINAL GARAGEM MENEZES CORTES SA","2016",0
"1277",193,"TERMINAL GARAGEM MENEZES CORTES SA","2015",0
"1278",193,"TERMINAL GARAGEM MENEZES CORTES SA","2014",0
"1279",193,"TERMINAL GARAGEM MENEZES CORTES SA","2013",0
"1280",193,"TERMINAL GARAGEM MENEZES CORTES SA","2012",0
"1281",193,"TERMINAL GARAGEM MENEZES CORTES SA","2011",0
"1282",193,"TERMINAL GARAGEM MENEZES CORTES SA","2010",0
"1283",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2017",0
"1284",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2016",0
"1285",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2015",0
"1286",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2014",0
"1287",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2013",0
"1288",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2012",0
"1289",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2011",0
"1290",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2010",0
"1291",195,"INVESTCO S/A","2017",0
"1292",195,"INVESTCO S/A","2016",0
"1293",195,"INVESTCO S/A","2015",0
"1294",195,"INVESTCO S/A","2014",0
"1295",195,"INVESTCO S/A","2013",0
"1296",195,"INVESTCO S/A","2012",0
"1297",195,"INVESTCO S/A","2011",0
"1298",195,"INVESTCO S/A","2010",0
"1299",196,"DTCOM - DIRECT TO COMPANY S.A.","2017",0
"1300",196,"DTCOM - DIRECT TO COMPANY S.A.","2016",0
"1301",196,"DTCOM - DIRECT TO COMPANY S.A.","2015",0
"1302",196,"DTCOM - DIRECT TO COMPANY S.A.","2014",0
"1303",196,"DTCOM - DIRECT TO COMPANY S.A.","2013",0
"1304",196,"DTCOM - DIRECT TO COMPANY S.A.","2012",0
"1305",196,"DTCOM - DIRECT TO COMPANY S.A.","2011",0
"1306",196,"DTCOM - DIRECT TO COMPANY S.A.","2010",1
"1307",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2017",0
"1308",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2016",0
"1309",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2015",0
"1310",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2014",0
"1311",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2013",0
"1312",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2012",0
"1313",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2011",0
"1314",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2010",0
"1315",198,"PRIVATINVEST PARTICIPAÇÕES SA","2010",0
"1316",199,"ARAUCÁRIA PARTICIPAÇÕES SA","2013",0
"1317",199,"ARAUCÁRIA PARTICIPAÇÕES SA","2012",0
"1318",199,"ARAUCÁRIA PARTICIPAÇÕES SA","2011",0
"1319",199,"ARAUCÁRIA PARTICIPAÇÕES SA","2010",0
"1320",200,"CPFL ENERGIA SA","2017",0
"1321",200,"CPFL ENERGIA SA","2016",0
"1322",200,"CPFL ENERGIA SA","2015",0
"1323",200,"CPFL ENERGIA SA","2014",0
"1324",200,"CPFL ENERGIA SA","2013",0
"1325",200,"CPFL ENERGIA SA","2012",0
"1326",200,"CPFL ENERGIA SA","2011",0
"1327",200,"CPFL ENERGIA SA","2010",0
"1328",201,"TELEMAR PARTICIPAÇÕES SA","2014",0
"1329",201,"TELEMAR PARTICIPAÇÕES SA","2013",0
"1330",201,"TELEMAR PARTICIPAÇÕES SA","2012",0
"1331",201,"TELEMAR PARTICIPAÇÕES SA","2011",0
"1332",201,"TELEMAR PARTICIPAÇÕES SA","2010",0
"1333",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017",1
"1334",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2016",1
"1335",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015",1
"1336",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014",1
"1337",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013",1
"1338",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012",1
"1339",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2011",1
"1340",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2010",1
"1341",203,"CEMIG TELECOMUNICAÇÕES S/A","2016",0
"1342",203,"CEMIG TELECOMUNICAÇÕES S/A","2015",0
"1343",203,"CEMIG TELECOMUNICAÇÕES S/A","2014",0
"1344",203,"CEMIG TELECOMUNICAÇÕES S/A","2013",0
"1345",203,"CEMIG TELECOMUNICAÇÕES S/A","2012",1
"1346",203,"CEMIG TELECOMUNICAÇÕES S/A","2011",1
"1347",203,"CEMIG TELECOMUNICAÇÕES S/A","2010",1
"1348",204,"BRADESPAR S/A","2017",0
"1349",204,"BRADESPAR S/A","2016",0
"1350",204,"BRADESPAR S/A","2015",0
"1351",204,"BRADESPAR S/A","2014",0
"1352",204,"BRADESPAR S/A","2013",0
"1353",204,"BRADESPAR S/A","2012",0
"1354",204,"BRADESPAR S/A","2011",0
"1355",204,"BRADESPAR S/A","2010",0
"1356",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2017",1
"1357",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2016",1
"1358",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2015",1
"1359",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2014",1
"1360",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2013",1
"1361",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2012",1
"1362",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2011",0
"1363",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010",1
"1364",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2017",0
"1365",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2016",0
"1366",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2015",0
"1367",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2014",0
"1368",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2013",0
"1369",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2012",0
"1370",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2011",0
"1371",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2010",0
"1372",207,"CCR S.A.","2017",0
"1373",207,"CCR S.A.","2016",0
"1374",207,"CCR S.A.","2015",0
"1375",207,"CCR S.A.","2014",0
"1376",207,"CCR S.A.","2013",0
"1377",207,"CCR S.A.","2012",0
"1378",207,"CCR S.A.","2011",0
"1379",207,"CCR S.A.","2010",0
"1380",208,"VICUNHA SIDERURGIA SA","2011",1
"1381",208,"VICUNHA SIDERURGIA SA","2010",1
"1382",209,"CPFL GERAÇÃO DE ENERGIA S/A","2017",1
"1383",209,"CPFL GERAÇÃO DE ENERGIA S/A","2016",1
"1384",209,"CPFL GERAÇÃO DE ENERGIA S/A","2015",0
"1385",209,"CPFL GERAÇÃO DE ENERGIA S/A","2014",0
"1386",209,"CPFL GERAÇÃO DE ENERGIA S/A","2013",0
"1387",209,"CPFL GERAÇÃO DE ENERGIA S/A","2012",0
"1388",209,"CPFL GERAÇÃO DE ENERGIA S/A","2011",0
"1389",209,"CPFL GERAÇÃO DE ENERGIA S/A","2010",0
"1390",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2013",0
"1391",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2012",0
"1392",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2011",0
"1393",210,"ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.","2010",0
"1394",211,"AES TIETÊ ENERGIA S.A","2017",0
"1395",211,"AES TIETÊ ENERGIA S.A","2016",0
"1396",211,"AES TIETÊ ENERGIA S.A","2015",0
"1397",211,"AES TIETÊ ENERGIA S.A","2014",0
"1398",211,"AES TIETÊ ENERGIA S.A","2013",0
"1399",211,"AES TIETÊ ENERGIA S.A","2012",0
"1400",211,"AES TIETÊ ENERGIA S.A","2011",0
"1401",211,"AES TIETÊ ENERGIA S.A","2010",0
"1402",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2017",0
"1403",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2016",0
"1404",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2015",0
"1405",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2014",0
"1406",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2013",0
"1407",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2012",0
"1408",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2011",0
"1409",213,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A","2010",0
"1410",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2017",0
"1411",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2016",0
"1412",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2015",0
"1413",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2014",0
"1414",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2013",0
"1415",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2012",0
"1416",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2011",0
"1417",214,"EMPR. CONCESS. DE RODOVIAS DO NORTE S.A.","2010",0
"1418",215,"BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2011",0
"1419",215,"BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2010",0
"1420",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2017",0
"1421",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2016",0
"1422",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2015",0
"1423",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2014",0
"1424",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2013",0
"1425",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2012",0
"1426",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2011",0
"1427",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2010",0
"1428",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2015",0
"1429",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2014",0
"1430",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2013",0
"1431",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2012",0
"1432",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2011",0
"1433",217,"DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2010",0
"1434",218,"COARI PARTICIPAÇÕES SA","2010",0
"1435",219,"CAIANDA PARTICIPAÇÕES SA","2015",0
"1436",219,"CAIANDA PARTICIPAÇÕES SA","2014",0
"1437",219,"CAIANDA PARTICIPAÇÕES SA","2013",0
"1438",219,"CAIANDA PARTICIPAÇÕES SA","2012",0
"1439",219,"CAIANDA PARTICIPAÇÕES SA","2011",0
"1440",219,"CAIANDA PARTICIPAÇÕES SA","2010",0
