"","Código","Companhia","Ano","Dummy"
"205",30,"INDS J B DUARTE SA","2012",1
"206",30,"INDS J B DUARTE SA","2011",1
"207",30,"INDS J B DUARTE SA","2010",1
"208",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2017",0
"209",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2016",0
"210",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2015",0
"211",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2014",0
"212",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2013",0
"213",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2012",0
"214",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2011",0
"215",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2010",0
"216",32,"RECRUSUL SA","2017",1
"217",32,"RECRUSUL SA","2016",1
"218",32,"RECRUSUL SA","2015",1
"219",32,"RECRUSUL SA","2014",1
"220",32,"RECRUSUL SA","2013",1
"221",32,"RECRUSUL SA","2012",1
"222",32,"RECRUSUL SA","2011",1
"223",32,"RECRUSUL SA","2010",1
"224",33,"KLABIN S.A.","2017",0
"225",33,"KLABIN S.A.","2016",0
"226",33,"KLABIN S.A.","2015",0
"227",33,"KLABIN S.A.","2014",0
"228",33,"KLABIN S.A.","2013",0
"229",33,"KLABIN S.A.","2012",0
"230",33,"KLABIN S.A.","2011",0
"231",33,"KLABIN S.A.","2010",0
"232",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2017",0
"233",35,"FIBRIA CELULOSE S.A.","2017",0
"234",35,"FIBRIA CELULOSE S.A.","2016",0
"235",35,"FIBRIA CELULOSE S.A.","2015",0
"236",35,"FIBRIA CELULOSE S.A.","2014",0
"237",35,"FIBRIA CELULOSE S.A.","2013",0
"238",35,"FIBRIA CELULOSE S.A.","2012",0
"239",35,"FIBRIA CELULOSE S.A.","2011",0
"240",35,"FIBRIA CELULOSE S.A.","2010",0
"241",36,"SIDERURGICA J L ALIPERTI SA","2017",0
"242",36,"SIDERURGICA J L ALIPERTI SA","2016",0
"243",36,"SIDERURGICA J L ALIPERTI SA","2015",0
"244",36,"SIDERURGICA J L ALIPERTI SA","2014",0
"245",36,"SIDERURGICA J L ALIPERTI SA","2013",0
"246",36,"SIDERURGICA J L ALIPERTI SA","2012",0
"247",36,"SIDERURGICA J L ALIPERTI SA","2011",0
"248",36,"SIDERURGICA J L ALIPERTI SA","2010",0
"249",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2011",0
"250",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2010",0
"251",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2017",1
"252",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2016",0
"253",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2015",1
"254",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2014",1
"255",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2013",1
"256",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2012",1
"257",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2011",1
"258",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2010",1
"259",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2017",0
"260",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2016",0
"261",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2015",0
"262",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2014",0
"263",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2013",0
"264",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2012",0
"265",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2011",0
"266",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2010",0
"267",40,"BANCO MERCANTIL BRASIL SA","2017",0
"268",40,"BANCO MERCANTIL BRASIL SA","2016",0
"269",40,"BANCO MERCANTIL BRASIL SA","2015",0
"270",40,"BANCO MERCANTIL BRASIL SA","2014",0
"271",40,"BANCO MERCANTIL BRASIL SA","2013",0
"272",40,"BANCO MERCANTIL BRASIL SA","2012",0
"273",40,"BANCO MERCANTIL BRASIL SA","2011",1
"274",40,"BANCO MERCANTIL BRASIL SA","2010",1
"275",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2017",0
"276",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2016",0
"277",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2015",0
"278",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2014",0
"279",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2013",0
"280",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2012",0
"281",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2011",0
"282",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2010",0
"283",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2017",1
"284",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2016",1
"285",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2015",1
"286",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2014",1
"287",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2013",1
"288",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2012",1
"289",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2011",1
"290",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2010",1
"291",43,"ÉVORA S.A.","2015",0
"292",43,"ÉVORA S.A.","2014",0
"293",43,"ÉVORA S.A.","2013",0
"294",43,"ÉVORA S.A.","2012",0
"295",43,"ÉVORA S.A.","2011",0
"296",43,"ÉVORA S.A.","2010",0
"297",44,"METALURGICA RIOSULENSE SA","2017",0
"298",44,"METALURGICA RIOSULENSE SA","2016",0
"299",44,"METALURGICA RIOSULENSE SA","2015",0
"300",44,"METALURGICA RIOSULENSE SA","2014",0
"301",44,"METALURGICA RIOSULENSE SA","2013",0
"302",44,"METALURGICA RIOSULENSE SA","2012",0
"303",44,"METALURGICA RIOSULENSE SA","2011",0
"304",44,"METALURGICA RIOSULENSE SA","2010",0
"305",45,"POLPAR S.A.","2017",1
"306",45,"POLPAR S.A.","2016",1
"307",45,"POLPAR S.A.","2015",1
"308",45,"POLPAR S.A.","2014",1
"309",45,"POLPAR S.A.","2013",1
"310",45,"POLPAR S.A.","2012",0
"311",45,"POLPAR S.A.","2011",0
"312",45,"POLPAR S.A.","2010",0
"313",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2017",0
"314",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2016",0
"315",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2015",0
"316",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2014",0
"317",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2013",0
"318",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2012",0
"319",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2011",0
"320",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2010",0
"321",47,"MINUPAR PARTICIPACOES SA","2017",0
"322",47,"MINUPAR PARTICIPACOES SA","2016",0
"323",47,"MINUPAR PARTICIPACOES SA","2015",0
"324",47,"MINUPAR PARTICIPACOES SA","2014",0
"325",47,"MINUPAR PARTICIPACOES SA","2013",1
"326",47,"MINUPAR PARTICIPACOES SA","2012",1
"327",47,"MINUPAR PARTICIPACOES SA","2011",0
"328",47,"MINUPAR PARTICIPACOES SA","2010",0
"329",48,"PBG S/A","2017",0
"330",48,"PBG S/A","2016",0
"331",48,"PBG S/A","2015",0
"332",48,"PBG S/A","2014",0
"333",48,"PBG S/A","2013",0
"334",48,"PBG S/A","2012",0
"335",48,"PBG S/A","2011",0
"336",48,"PBG S/A","2010",0
"337",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2017",0
"338",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2016",0
"339",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2015",0
"340",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2014",0
"341",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2013",0
"342",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2012",0
"343",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2011",0
"344",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2010",0
"345",50,"BANCO ALFA DE INVESTIMENTO SA","2017",0
"346",50,"BANCO ALFA DE INVESTIMENTO SA","2016",0
"347",50,"BANCO ALFA DE INVESTIMENTO SA","2015",0
"348",50,"BANCO ALFA DE INVESTIMENTO SA","2014",0
"349",50,"BANCO ALFA DE INVESTIMENTO SA","2013",0
"350",50,"BANCO ALFA DE INVESTIMENTO SA","2012",0
"351",50,"BANCO ALFA DE INVESTIMENTO SA","2011",0
"352",50,"BANCO ALFA DE INVESTIMENTO SA","2010",0
"353",51,"CEMEPE INVESTIMENTOS SA","2017",0
"354",51,"CEMEPE INVESTIMENTOS SA","2016",0
"355",51,"CEMEPE INVESTIMENTOS SA","2015",0
"356",51,"CEMEPE INVESTIMENTOS SA","2014",0
"357",51,"CEMEPE INVESTIMENTOS SA","2013",0
"358",51,"CEMEPE INVESTIMENTOS SA","2012",0
"359",51,"CEMEPE INVESTIMENTOS SA","2011",0
"360",51,"CEMEPE INVESTIMENTOS SA","2010",0
"361",52,"SUZANO PAPEL E CELULOSE SA","2017",0
"362",52,"SUZANO PAPEL E CELULOSE SA","2016",0
"363",52,"SUZANO PAPEL E CELULOSE SA","2015",0
"364",52,"SUZANO PAPEL E CELULOSE SA","2014",0
"365",52,"SUZANO PAPEL E CELULOSE SA","2013",0
"366",52,"SUZANO PAPEL E CELULOSE SA","2012",0
"367",52,"SUZANO PAPEL E CELULOSE SA","2011",0
"368",52,"SUZANO PAPEL E CELULOSE SA","2010",0
"369",53,"YARA BRASIL FERTILIZANTES","2010",1
"370",54,"VALE FERTILIZANTES S.A.","2010",1
"371",55,"BFB LEASING S.A. ARRENDAMENTO MERCANTIL","2010",0
"372",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2017",0
"373",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2016",0
"374",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2015",0
"375",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2014",0
"376",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2013",0
"377",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2012",0
"378",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2011",0
"379",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2010",0
"380",57,"TEC TOY S/A","2017",0
"381",57,"TEC TOY S/A","2016",0
"382",57,"TEC TOY S/A","2015",0
"383",57,"TEC TOY S/A","2014",0
"384",57,"TEC TOY S/A","2013",0
"385",57,"TEC TOY S/A","2012",0
"386",57,"TEC TOY S/A","2011",0
"387",57,"TEC TOY S/A","2010",0
"388",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2017",0
"389",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2016",0
"390",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2015",0
"391",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2014",0
"392",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2013",0
"393",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2012",0
"394",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2011",0
"395",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2010",0
"396",59,"BRB-BANCO DE BRASILIA SA","2017",0
"397",59,"BRB-BANCO DE BRASILIA SA","2016",0
"398",59,"BRB-BANCO DE BRASILIA SA","2015",0
"399",59,"BRB-BANCO DE BRASILIA SA","2014",0
"400",59,"BRB-BANCO DE BRASILIA SA","2013",0
"401",59,"BRB-BANCO DE BRASILIA SA","2012",0
"402",59,"BRB-BANCO DE BRASILIA SA","2011",0
"403",59,"BRB-BANCO DE BRASILIA SA","2010",0
"404",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2017",0
"405",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2016",0
"406",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2015",0
"407",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2014",0
"408",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2013",0
"409",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2012",0
"410",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2011",0
"411",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2010",1
"412",61,"SNB PARTICIPACOES SA","2017",1
"413",61,"SNB PARTICIPACOES SA","2016",1
"414",61,"SNB PARTICIPACOES SA","2015",1
"415",61,"SNB PARTICIPACOES SA","2014",1
"416",61,"SNB PARTICIPACOES SA","2013",1
"417",61,"SNB PARTICIPACOES SA","2012",0
"418",61,"SNB PARTICIPACOES SA","2011",1
"419",61,"SNB PARTICIPACOES SA","2010",1
"420",62,"COMPANHIA PARANAENSE DE ENERGIA","2017",0
"421",62,"COMPANHIA PARANAENSE DE ENERGIA","2016",0
"422",62,"COMPANHIA PARANAENSE DE ENERGIA","2015",0
"423",62,"COMPANHIA PARANAENSE DE ENERGIA","2014",0
"424",62,"COMPANHIA PARANAENSE DE ENERGIA","2013",0
