"","Codigo","Companhia","Ano","Management.Council","Statutory.Directors","Fiscal.Council"
"1835",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2014",0,13.97,0
"1836",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2013",32.65,32.65,0
"1837",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2012",27.45,24.4,0
"1838",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2011",0,9.38,0
"1839",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2010",0,34.15,0
"1840",340,"LOG-IN LOGISTICA INTERMODAL SA","2017",0,42.95,0
"1841",340,"LOG-IN LOGISTICA INTERMODAL SA","2016",0,42.95,0
"1842",340,"LOG-IN LOGISTICA INTERMODAL SA","2015",0,42.95,0
"1843",340,"LOG-IN LOGISTICA INTERMODAL SA","2014",14.33,32.46,0
"1844",340,"LOG-IN LOGISTICA INTERMODAL SA","2013",14.33,32.46,0
"1845",340,"LOG-IN LOGISTICA INTERMODAL SA","2012",0,12.43,0
"1846",340,"LOG-IN LOGISTICA INTERMODAL SA","2011",0,22.16,0
"1847",340,"LOG-IN LOGISTICA INTERMODAL SA","2010",0,39.01,0
"1848",341,"PARANA BANCO S.A.","2017",0,30.85,0
"1849",341,"PARANA BANCO S.A.","2016",0,40.67,0
"1850",341,"PARANA BANCO S.A.","2015",40.59,34.72,0
"1851",341,"PARANA BANCO S.A.","2014",0,48.99,0
"1852",341,"PARANA BANCO S.A.","2013",20.16,30.69,0
"1853",341,"PARANA BANCO S.A.","2012",35.83,12.8,0
"1854",341,"PARANA BANCO S.A.","2011",0,0,0
"1855",341,"PARANA BANCO S.A.","2010",0,12.61,0
"1856",342,"SLC AGRICOLA SA","2017",0,20,0
"1857",342,"SLC AGRICOLA SA","2016",12.5,12.5,0
"1858",342,"SLC AGRICOLA SA","2015",0,0,0
"1859",342,"SLC AGRICOLA SA","2014",17.72,21.17,0
"1860",342,"SLC AGRICOLA SA","2013",0,43.4,0
"1861",342,"SLC AGRICOLA SA","2012",0,41.22,0
"1862",342,"SLC AGRICOLA SA","2011",0,40.53,0
"1863",342,"SLC AGRICOLA SA","2010",0,41.41,0
"1864",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2011",0,37.5,0
"1865",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2010",0,38.83,0
"1866",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2017",0,56.4,0
"1867",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2016",0,53.35,0
"1868",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2015",0,0,0
"1869",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2014",0,0,0
"1870",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2013",0,32.35,0
"1871",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2012",0,48.49,0
"1872",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2011",0,49.8,0
"1873",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2010",0,66.78,0
"1874",345,"MARFRIG GLOBAL FOODS SA","2017",0,45.79,0
"1875",345,"MARFRIG GLOBAL FOODS SA","2016",0,44.08,0
"1876",345,"MARFRIG GLOBAL FOODS SA","2015",0,33.46,0
"1877",345,"MARFRIG GLOBAL FOODS SA","2014",0,45.02,0
"1878",345,"MARFRIG GLOBAL FOODS SA","2013",0,40.38,0
"1879",345,"MARFRIG GLOBAL FOODS SA","2012",0,65.07,0
"1880",345,"MARFRIG GLOBAL FOODS SA","2011",0,0,0
"1881",345,"MARFRIG GLOBAL FOODS SA","2010",0,30,0
"1882",346,"BANCO DAYCOVAL S.A.","2015",0,32.04,0
"1883",346,"BANCO DAYCOVAL S.A.","2014",100,47.62,0
"1884",346,"BANCO DAYCOVAL S.A.","2013",0,52.38,0
"1885",346,"BANCO DAYCOVAL S.A.","2012",0,52.38,0
"1886",346,"BANCO DAYCOVAL S.A.","2011",0,50,0
"1887",346,"BANCO DAYCOVAL S.A.","2010",0,40,0
"1888",347,"TEGMA GESTÃO LOGÍSTICA SA","2017",0,48.83,0
"1889",347,"TEGMA GESTÃO LOGÍSTICA SA","2016",0,0,0
"1890",347,"TEGMA GESTÃO LOGÍSTICA SA","2015",0,0,0
"1891",347,"TEGMA GESTÃO LOGÍSTICA SA","2014",0,0,0
"1892",347,"TEGMA GESTÃO LOGÍSTICA SA","2013",0,0,0
"1893",347,"TEGMA GESTÃO LOGÍSTICA SA","2012",0,0,0
"1894",347,"TEGMA GESTÃO LOGÍSTICA SA","2011",0,0,0
"1895",347,"TEGMA GESTÃO LOGÍSTICA SA","2010",0,0,0
"1896",348,"ISEC SECURITIZADORA S.A.","2017",0,0,0
"1897",348,"ISEC SECURITIZADORA S.A.","2016",0,69.52,0
"1898",350,"MAGNESITA REFRATARIOS S.A.","2017",0,53.4,0
"1899",350,"MAGNESITA REFRATARIOS S.A.","2016",0,47.22,0
"1900",350,"MAGNESITA REFRATARIOS S.A.","2015",0,41.34,0
"1901",350,"MAGNESITA REFRATARIOS S.A.","2014",0,38.03,0
"1902",350,"MAGNESITA REFRATARIOS S.A.","2013",0,41.61,0
"1903",350,"MAGNESITA REFRATARIOS S.A.","2012",0,43.74,0
"1904",350,"MAGNESITA REFRATARIOS S.A.","2011",27.61,30.69,0
"1905",350,"MAGNESITA REFRATARIOS S.A.","2010",24.33,21.45,0
"1906",351,"ALLIS PARTICIPAÇÕES S.A.","2012",25.07,28.81,0
"1907",351,"ALLIS PARTICIPAÇÕES S.A.","2011",35.14,29.69,0
"1908",351,"ALLIS PARTICIPAÇÕES S.A.","2010",40.42,40.48,0
"1909",352,"HELBOR EMPREENDIMENTOS S/A","2017",0,46.01,0
"1910",352,"HELBOR EMPREENDIMENTOS S/A","2016",0,45.34,0
"1911",352,"HELBOR EMPREENDIMENTOS S/A","2015",0,43.98,0
"1912",352,"HELBOR EMPREENDIMENTOS S/A","2014",0,33.1,0
"1913",352,"HELBOR EMPREENDIMENTOS S/A","2013",0,23.23,0
"1914",352,"HELBOR EMPREENDIMENTOS S/A","2012",0,0,0
"1915",352,"HELBOR EMPREENDIMENTOS S/A","2011",0,0,0
"1916",352,"HELBOR EMPREENDIMENTOS S/A","2010",0,0,0
"1917",353,"BANCO INDUSVAL S.A.","2017",0,0,0
"1918",353,"BANCO INDUSVAL S.A.","2016",0,0,0
"1919",353,"BANCO INDUSVAL S.A.","2015",0,0,0
"1920",353,"BANCO INDUSVAL S.A.","2014",9.03,11.77,0
"1921",353,"BANCO INDUSVAL S.A.","2013",7.77,29.54,0
"1922",353,"BANCO INDUSVAL S.A.","2012",9.66,30.46,0
"1923",353,"BANCO INDUSVAL S.A.","2011",10.54,32.44,0
"1924",353,"BANCO INDUSVAL S.A.","2010",8.72,42.02,0
"1925",354,"REDECARD S/A","2011",0,47.5,0
"1926",354,"REDECARD S/A","2010",36.95,68.55,0
"1927",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014",64.68,78.79,0
"1928",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2013",0,0,0
"1929",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2012",0,27.17,0
"1930",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2011",0,11.54,0
"1931",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2010",0,12.5,0
"1932",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2017",0,14.34,0
"1933",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2016",0,17.65,0
"1934",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2015",0,0,0
"1935",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2014",0,0,0
"1936",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2013",0,41.57,0
"1937",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2012",0,41.85,0
"1938",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2011",0,7.67,0
"1939",356,"MRV ENGENHARIA E PARTICIPAÇÕES S/A","2010",0,50.43,0
"1940",357,"MINERVA S/A","2017",0,40.59,0
"1941",357,"MINERVA S/A","2016",0,25.33,0
"1942",357,"MINERVA S/A","2015",0,32.85,0
"1943",357,"MINERVA S/A","2014",0,33.96,0
"1944",357,"MINERVA S/A","2013",0,32.19,0
"1945",357,"MINERVA S/A","2012",23.56,37.27,0
"1946",357,"MINERVA S/A","2011",16.04,37.65,0
"1947",357,"MINERVA S/A","2010",23.54,46.71,0
"1948",358,"BANCO ABC BRASIL S/A","2017",26.49,45.54,0
"1949",358,"BANCO ABC BRASIL S/A","2016",0,17.91,0
"1950",358,"BANCO ABC BRASIL S/A","2015",0,15.02,0
"1951",358,"BANCO ABC BRASIL S/A","2014",0,23.02,0
"1952",358,"BANCO ABC BRASIL S/A","2013",0,25.62,0
"1953",358,"BANCO ABC BRASIL S/A","2012",0,24.01,0
"1954",358,"BANCO ABC BRASIL S/A","2011",0,0,0
"1955",358,"BANCO ABC BRASIL S/A","2010",0,25.2,0
"1956",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2017",0,40.47,0
"1957",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2016",0,0,0
"1958",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2015",0,0,0
"1959",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2014",0,0,0
"1960",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2013",0,0,0
"1961",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2012",0,6.88,0
"1962",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2011",0,6.09,0
"1963",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2010",0,25.08,0
"1964",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2014",0,0,0
"1965",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2013",12.64,37.82,0
"1966",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2012",12.64,37.82,0
"1967",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2011",12.66,37.83,0
"1968",360,"COMPANHIA PROVIDENCIA IND E COMERCIO","2010",0,0,0
"1969",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2017",14.15,38.85,0
"1970",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2016",33.32,48.99,0
"1971",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2015",33.33,48.99,0
"1972",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2014",33.37,48.99,0
"1973",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2013",0,51.09,0
"1974",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2012",0,51.73,0
"1975",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2011",0,18.28,0
"1976",361,"MULTIPLAN EMP. IMOBILIARIOS S/A","2010",0,23.88,0
"1977",362,"B2W - COMPANHIA DIGITAL","2017",0,35.54,0
"1978",362,"B2W - COMPANHIA DIGITAL","2016",0,43.32,0
"1979",362,"B2W - COMPANHIA DIGITAL","2015",0,41.44,0
"1980",362,"B2W - COMPANHIA DIGITAL","2014",0,45.31,0
"1981",362,"B2W - COMPANHIA DIGITAL","2013",0,52.6,0
"1982",362,"B2W - COMPANHIA DIGITAL","2012",0,32.75,0
"1983",362,"B2W - COMPANHIA DIGITAL","2011",0,36.24,0
"1984",362,"B2W - COMPANHIA DIGITAL","2010",0,57.5,0
"1985",363,"CAMBUCI SA","2017",0,48.26,0
"1986",363,"CAMBUCI SA","2016",0,47.53,0
"1987",363,"CAMBUCI SA","2015",0,61.65,0
"1988",363,"CAMBUCI SA","2014",0,57.53,0
"1989",363,"CAMBUCI SA","2013",0,34.92,0
"1990",363,"CAMBUCI SA","2012",0,31.62,0
"1991",363,"CAMBUCI SA","2011",0,32.11,0
"1992",363,"CAMBUCI SA","2010",0,30.64,0
"1993",364,"GENERAL SHOPPING BRASIL SA","2017",0,27.86,0
"1994",364,"GENERAL SHOPPING BRASIL SA","2016",0,42.86,0
"1995",364,"GENERAL SHOPPING BRASIL SA","2015",0,22.01,0
"1996",364,"GENERAL SHOPPING BRASIL SA","2014",0,42.28,0
"1997",364,"GENERAL SHOPPING BRASIL SA","2013",0,58.26,0
"1998",364,"GENERAL SHOPPING BRASIL SA","2012",0,46.3,0
"1999",364,"GENERAL SHOPPING BRASIL SA","2011",0,51.81,0
"2000",364,"GENERAL SHOPPING BRASIL SA","2010",0,59.23,0
"2001",365,"ESTACIO PARTICIPAÇÕES SA","2017",0,66.38,0
"2002",365,"ESTACIO PARTICIPAÇÕES SA","2016",0,60.21,0
"2003",365,"ESTACIO PARTICIPAÇÕES SA","2015",0,56.75,0
"2004",365,"ESTACIO PARTICIPAÇÕES SA","2014",0,44.2,0
"2005",365,"ESTACIO PARTICIPAÇÕES SA","2013",0,0,0
"2006",365,"ESTACIO PARTICIPAÇÕES SA","2012",0,0,0
"2007",365,"ESTACIO PARTICIPAÇÕES SA","2011",0,0,0
"2008",365,"ESTACIO PARTICIPAÇÕES SA","2010",0,0,0
"2009",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2017",0,0,0
"2010",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2016",0,0,0
"2011",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2015",0,0,0
"2012",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2014",0,0,0
"2013",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2013",0,0,0
"2014",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2012",0,0,0
"2015",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2011",0,29.57,0
"2016",366,"CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA","2010",0,34.48,0
"2017",367,"ALGAR TELECOM S/A","2017",0,41.67,0
"2018",367,"ALGAR TELECOM S/A","2016",0,47.92,0
"2019",367,"ALGAR TELECOM S/A","2015",0,47.92,0
"2020",367,"ALGAR TELECOM S/A","2014",0,48.35,0
"2021",367,"ALGAR TELECOM S/A","2013",0,53.75,0
"2022",367,"ALGAR TELECOM S/A","2012",0,49.86,0
"2023",367,"ALGAR TELECOM S/A","2011",0,0,0
"2024",367,"ALGAR TELECOM S/A","2010",0,0,0
"2025",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2017",0,0,0
"2026",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2016",0,0,0
"2027",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2015",0,0,0
"2028",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2014",0,0,0
"2029",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2013",0,0,0
"2030",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2012",0,0,0
"2031",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2011",0,0,0
"2032",368,"CYRELA COMMERCIAL PROPERTIES SA EMP  PART","2010",0,48.24,0
"2033",369,"MATONE SECURITIZADORA S/A","2011",0,55.04,0
"2034",369,"MATONE SECURITIZADORA S/A","2010",0,75.16,0
"2035",370,"MOURA DUBEUX ENGENHARIA S/A","2017",0,75.16,0
"2036",370,"MOURA DUBEUX ENGENHARIA S/A","2016",0,0,0
"2037",370,"MOURA DUBEUX ENGENHARIA S/A","2015",0,0,0
"2038",370,"MOURA DUBEUX ENGENHARIA S/A","2014",0,0,0
"2039",370,"MOURA DUBEUX ENGENHARIA S/A","2013",0,0,0
"2040",370,"MOURA DUBEUX ENGENHARIA S/A","2012",0,0,0
"2041",370,"MOURA DUBEUX ENGENHARIA S/A","2011",0,0,0
"2042",370,"MOURA DUBEUX ENGENHARIA S/A","2010",6.73,0,0
"2043",372,"DURATEX S.A.","2017",36.23,0,0
"2044",372,"DURATEX S.A.","2016",0,8.01,0
"2045",372,"DURATEX S.A.","2015",0,0,0
"2046",372,"DURATEX S.A.","2014",0,0,0
"2047",372,"DURATEX S.A.","2013",0,6.79,0
"2048",372,"DURATEX S.A.","2012",0,19.09,0
"2049",372,"DURATEX S.A.","2011",0,0,0
"2050",372,"DURATEX S.A.","2010",0,0,0
"2051",373,"NOVA SECURITIZAÇÃO S/A","2017",0,26.49,0
"2052",373,"NOVA SECURITIZAÇÃO S/A","2016",0,6.27,0
"2053",373,"NOVA SECURITIZAÇÃO S/A","2015",0,6.27,0
"2054",373,"NOVA SECURITIZAÇÃO S/A","2014",0,45.47,0
"2055",373,"NOVA SECURITIZAÇÃO S/A","2013",0,53.93,0
"2056",373,"NOVA SECURITIZAÇÃO S/A","2012",0,51.36,0
"2057",373,"NOVA SECURITIZAÇÃO S/A","2011",0,59.7,0
"2058",373,"NOVA SECURITIZAÇÃO S/A","2010",0,0,0
"2059",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2014",0,47.96,0
"2060",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2013",0,55.5,0
"2061",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2012",0,40.31,0
"2062",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2011",0,36.43,0
"2063",0,"CHINA CONSTRUCTION BANK(BRASIL) BANCO MÚLTIPLO S.A.","2010",0,39.11,0
"2064",375,"SUL AMERICA S/A","2017",0,38.7,0
"2065",375,"SUL AMERICA S/A","2016",0,37.5,0
"2066",375,"SUL AMERICA S/A","2015",0,24.6,0
"2067",375,"SUL AMERICA S/A","2014",0,0,0
"2068",375,"SUL AMERICA S/A","2013",0,17.65,0
"2069",375,"SUL AMERICA S/A","2012",0,0,0
"2070",375,"SUL AMERICA S/A","2011",0,0,0
"2071",375,"SUL AMERICA S/A","2010",0,0,0
"2072",376,"TRISUL S/A","2017",0,0,0
"2073",376,"TRISUL S/A","2015",0,0,0
"2074",376,"TRISUL S/A","2014",0,38.24,0
"2075",376,"TRISUL S/A","2013",0,74.82,0
"2076",376,"TRISUL S/A","2012",0,55.01,0
"2077",376,"TRISUL S/A","2011",0,0,0
"2078",376,"TRISUL S/A","2010",0,0,0
"2079",377,"CONSTRUTORA TENDA S/A","2017",0,0,0
"2080",377,"CONSTRUTORA TENDA S/A","2016",0,0,0
"2081",377,"CONSTRUTORA TENDA S/A","2015",0,0,0
"2082",377,"CONSTRUTORA TENDA S/A","2014",0,0,0
"2083",377,"CONSTRUTORA TENDA S/A","2013",0,0,0
"2084",377,"CONSTRUTORA TENDA S/A","2012",0,0,0
"2085",377,"CONSTRUTORA TENDA S/A","2011",0,40.19,0
"2086",377,"CONSTRUTORA TENDA S/A","2010",0,0,0
"2087",378,"J.MACEDO S/A","2017",3.35,37.92,0
"2088",378,"J.MACEDO S/A","2016",54.89,58.75,0
"2089",378,"J.MACEDO S/A","2015",0,47.9,0
"2090",378,"J.MACEDO S/A","2014",0,0,0
"2091",378,"J.MACEDO S/A","2013",0,0,0
"2092",378,"J.MACEDO S/A","2012",0,0,0
"2093",378,"J.MACEDO S/A","2011",0,0,0
"2094",378,"J.MACEDO S/A","2010",0,0,0
"2095",379,"AMIL PARTICIPAÇÕES S/A","2011",0,0,0
"2096",379,"AMIL PARTICIPAÇÕES S/A","2010",0,21.27,0
"2097",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2017",0,26.68,0
"2098",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2016",0,25.23,0
"2099",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2015",0,27.49,0
"2100",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2014",0,30.47,0
"2101",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2013",0,24.31,0
"2102",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2012",0,30.45,0
"2103",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2011",0,30.51,0
"2104",380,"BRASIL BROKERS PARTICIPAÇÕES SA","2010",0,0,0
"2105",381,"BANCO PAN SA","2017",0,0,0
"2106",381,"BANCO PAN SA","2016",0,0,0
"2107",381,"BANCO PAN SA","2015",0,16.32,0
"2108",381,"BANCO PAN SA","2014",0,0,0
"2109",381,"BANCO PAN SA","2013",0,0,0
"2110",381,"BANCO PAN SA","2012",0,30.38,0
"2111",381,"BANCO PAN SA","2011",0,45.07,0
"2112",381,"BANCO PAN SA","2010",65,65,0
"2113",382,"ENEVA S.A.","2017",0,0,0
"2114",382,"ENEVA S.A.","2016",0,0,0
"2115",382,"ENEVA S.A.","2015",0,0,0
"2116",382,"ENEVA S.A.","2014",0,0,0
"2117",382,"ENEVA S.A.","2013",14.29,15.64,0
"2118",382,"ENEVA S.A.","2012",8.26,23.57,0
"2119",382,"ENEVA S.A.","2011",0,25.38,0
"2120",382,"ENEVA S.A.","2010",0,24.85,0
"2121",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2012",0,37.74,0
"2122",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2011",0,37.71,0
"2123",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2010",0,32.37,0
"2124",386,"ALIANSCE SHOPPING CENTERS S/A","2017",0,0,0
"2125",386,"ALIANSCE SHOPPING CENTERS S/A","2016",0,0,0
"2126",386,"ALIANSCE SHOPPING CENTERS S/A","2015",0,0,0
"2127",386,"ALIANSCE SHOPPING CENTERS S/A","2014",0,0,0
"2128",386,"ALIANSCE SHOPPING CENTERS S/A","2013",0,0,0
"2129",386,"ALIANSCE SHOPPING CENTERS S/A","2012",0,0,0
"2130",386,"ALIANSCE SHOPPING CENTERS S/A","2011",0,0,0
"2131",386,"ALIANSCE SHOPPING CENTERS S/A","2010",0,0,0
"2132",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2017",95.11,97.07,0
"2133",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2016",0,30.13,0
"2134",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2015",0,17.32,0
"2135",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2014",0,15.61,0
"2136",387,"NUTRIPLANT INDUSTRIA E COMÉRCIO S/A","2013",0,41.73,0
"2137",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2017",0,53.64,0
"2138",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2016",0,37.28,0
"2139",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2014",0,48.08,0
"2140",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2013",0,49.97,0
"2141",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2012",0,32.42,0
"2142",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2011",0,41.88,0
"2143",388,"OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL","2010",52.25,31.82,0
"2144",389,"DIRECIONAL ENGENHARIA SA","2017",0,13.41,0
"2145",389,"DIRECIONAL ENGENHARIA SA","2016",0,61.55,0
"2146",389,"DIRECIONAL ENGENHARIA SA","2015",0,33.16,0
"2147",389,"DIRECIONAL ENGENHARIA SA","2014",0,53.09,0
"2148",389,"DIRECIONAL ENGENHARIA SA","2013",0,53.09,0
"2149",389,"DIRECIONAL ENGENHARIA SA","2012",0,43.24,0
"2150",389,"DIRECIONAL ENGENHARIA SA","2011",0,55.49,0
"2151",389,"DIRECIONAL ENGENHARIA SA","2010",0,43.04,0
"2152",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2017",53.87,35.97,0
"2153",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2016",0,57.29,0
"2154",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2015",0,27.88,0
"2155",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2014",0,3.81,0
"2156",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2013",0,35.51,0
"2157",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2012",0,15.56,0
"2158",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2011",0,20.43,0
"2159",390,"COMPANHIA CELG DE PARTICIPAÇÕES","2010",0,34.99,0
"2160",391,"BRZ INVESTIMENTOS S/A","2010",0,29.61,0
"2161",392,"HYPERA S/A","2017",0,34.35,0
"2162",392,"HYPERA S/A","2016",0,26.35,0
"2163",392,"HYPERA S/A","2015",0,19.21,0
"2164",392,"HYPERA S/A","2014",0,79.93,0
"2165",392,"HYPERA S/A","2013",0,57.76,0
"2166",392,"HYPERA S/A","2012",0,45.59,0
"2167",392,"HYPERA S/A","2011",0,46.44,0
"2168",392,"HYPERA S/A","2010",0,10.44,0
"2169",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2017",0,39.73,0
"2170",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2016",0,23.49,0
"2171",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2015",0,0,0
"2172",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2014",0,32.06,0
"2173",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2013",0,18.6,0
"2174",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2012",0,32.6,0
"2175",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2011",0,33.3,0
"2176",393,"RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA","2010",0,22.19,0
"2177",394,"PRUMO LOGÍSTICA S.A.","2016",0,31.06,0
"2178",394,"PRUMO LOGÍSTICA S.A.","2015",0,33.68,0
"2179",394,"PRUMO LOGÍSTICA S.A.","2014",0,31.31,0
"2180",394,"PRUMO LOGÍSTICA S.A.","2013",0,0,0
"2181",394,"PRUMO LOGÍSTICA S.A.","2012",0,25.35,0
"2182",394,"PRUMO LOGÍSTICA S.A.","2011",0,11.67,0
"2183",394,"PRUMO LOGÍSTICA S.A.","2010",81.97,0,0
"2184",395,"ALUPAR INVESTIMENTO S/A","2017",72.73,0,0
"2185",395,"ALUPAR INVESTIMENTO S/A","2016",0,0,0
"2186",395,"ALUPAR INVESTIMENTO S/A","2015",0,0,0
"2187",395,"ALUPAR INVESTIMENTO S/A","2014",0,27.9,0
"2188",395,"ALUPAR INVESTIMENTO S/A","2013",0,0,0
"2189",395,"ALUPAR INVESTIMENTO S/A","2012",0,29.65,0
"2190",395,"ALUPAR INVESTIMENTO S/A","2011",0,11.15,0
"2191",395,"ALUPAR INVESTIMENTO S/A","2010",0,38.89,0
"2192",397,"UNIDAS S/A","2017",0,0,0
"2193",397,"UNIDAS S/A","2016",0,0.95,0
"2194",397,"UNIDAS S/A","2015",0,0,0
"2195",397,"UNIDAS S/A","2014",0,0,0
"2196",397,"UNIDAS S/A","2013",0,100,0
"2197",397,"UNIDAS S/A","2012",0,0,0
"2198",397,"UNIDAS S/A","2011",0,0,0
"2199",397,"UNIDAS S/A","2010",100,0,0
"2200",403,"B3 S.A. - BRASIL, BOLSA, BALCÃO","2017",0,0,0
