"","Codigo","Companhia","Ano","Management.Council","Statutory.Directors","Fiscal.Council"
"826",141,"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO","2011",0,0,0
"827",141,"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO","2010",0,29.76,0
"828",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2017",0,0,0
"829",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2016",24.3,9.56,0
"830",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2015",0,0,0
"831",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2014",13.02,24.54,0
"832",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2013",11.75,28.25,0
"833",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2012",13.29,34.63,0
"834",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2011",14.7,34.45,0
"835",142,"EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.","2010",14.62,34.53,0
"836",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2017",13.55,32.76,0
"837",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2016",9.81,21.29,0
"838",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2015",8.92,28.46,0
"839",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2014",0,0,0
"840",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2013",0,0,0
"841",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2012",0,0,0
"842",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2011",0,0,0
"843",143,"EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A","2010",0,0,0
"844",144,"ENGIE BRASIL ENERGIA S.A.","2017",0,0,0
"845",144,"ENGIE BRASIL ENERGIA S.A.","2016",0,0,0
"846",144,"ENGIE BRASIL ENERGIA S.A.","2015",0,0,0
"847",144,"ENGIE BRASIL ENERGIA S.A.","2014",0,0,0
"848",144,"ENGIE BRASIL ENERGIA S.A.","2013",0,0,0
"849",144,"ENGIE BRASIL ENERGIA S.A.","2012",0,0,0
"850",144,"ENGIE BRASIL ENERGIA S.A.","2011",0,0,0
"851",144,"ENGIE BRASIL ENERGIA S.A.","2010",0,0,0
"852",145,"RET PARTICIPAÇÕES S/A","2012",0,0,0
"853",145,"RET PARTICIPAÇÕES S/A","2011",0,0,0
"854",145,"RET PARTICIPAÇÕES S/A","2010",0,0,0
"855",146,"ZAIN PARTICIPAÇÕES S/A","2015",0,0,0
"856",146,"ZAIN PARTICIPAÇÕES S/A","2014",0,0,0
"857",146,"ZAIN PARTICIPAÇÕES S/A","2013",0,0,0
"858",146,"ZAIN PARTICIPAÇÕES S/A","2012",0,0,0
"859",146,"ZAIN PARTICIPAÇÕES S/A","2011",0,0,0
"860",146,"ZAIN PARTICIPAÇÕES S/A","2010",0,0,0
"861",147,"FUTURETEL SA","2017",0,0,0
"862",147,"FUTURETEL SA","2016",0,0,0
"863",147,"FUTURETEL SA","2015",0,0,0
"864",147,"FUTURETEL SA","2014",0,0,0
"865",147,"FUTURETEL SA","2013",0,0,0
"866",147,"FUTURETEL SA","2012",0,0,0
"867",147,"FUTURETEL SA","2011",0,0,0
"868",147,"FUTURETEL SA","2010",0,0,0
"869",148,"TELINVEST SA","2015",0,0,0
"870",148,"TELINVEST SA","2014",0,0,0
"871",148,"TELINVEST SA","2013",0,0,0
"872",148,"TELINVEST SA","2012",0,54.57,0
"873",148,"TELINVEST SA","2011",0,22.92,0
"874",148,"TELINVEST SA","2010",0,49,0
"875",149,"LONGDIS SA","2016",26.51,72.37,0
"876",149,"LONGDIS SA","2015",26.51,64.22,0
"877",149,"LONGDIS SA","2014",20.99,57.91,0
"878",149,"LONGDIS SA","2012",30.08,42.6,0
"879",149,"LONGDIS SA","2011",36.36,75,0
"880",149,"LONGDIS SA","2010",0,27.99,0
"881",150,"LF TEL SA","2013",0,28.33,0
"882",150,"LF TEL SA","2012",0,31.66,0
"883",150,"LF TEL SA","2011",0,25.76,0
"884",150,"LF TEL SA","2010",0,21.13,0
"885",151,"RUMO S.A.","2017",0,30.98,0
"886",151,"RUMO S.A.","2016",0,27.88,0
"887",151,"RUMO S.A.","2015",0,43.96,0
"888",151,"RUMO S.A.","2014",0,0,0
"889",151,"RUMO S.A.","2013",0,0,0
"890",151,"RUMO S.A.","2012",0,0,0
"891",151,"RUMO S.A.","2011",0,0,0
"892",151,"RUMO S.A.","2010",0,0,0
"893",152,"ELEKTRO REDES S.A.","2017",0,0,0
"894",152,"ELEKTRO REDES S.A.","2016",0,0,0
"895",152,"ELEKTRO REDES S.A.","2015",0,0,0
"896",152,"ELEKTRO REDES S.A.","2014",0,0,0
"897",152,"ELEKTRO REDES S.A.","2013",0,0,0
"898",152,"ELEKTRO REDES S.A.","2012",0,0,0
"899",152,"ELEKTRO REDES S.A.","2011",0,0,0
"900",152,"ELEKTRO REDES S.A.","2010",0,0,0
"901",153,"CAPITALPART PARTICIPAÇÕES SA","2016",0,0,0
"902",153,"CAPITALPART PARTICIPAÇÕES SA","2015",0,0,0
"903",153,"CAPITALPART PARTICIPAÇÕES SA","2014",0,0,0
"904",153,"CAPITALPART PARTICIPAÇÕES SA","2013",0,0,0
"905",153,"CAPITALPART PARTICIPAÇÕES SA","2012",0,0,0
"906",153,"CAPITALPART PARTICIPAÇÕES SA","2011",0,0,0
"907",153,"CAPITALPART PARTICIPAÇÕES SA","2010",0,0,0
"908",154,"NEWTEL PARTICIPACOES SA","2017",0,0,0
"909",154,"NEWTEL PARTICIPACOES SA","2016",0,0,0
"910",154,"NEWTEL PARTICIPACOES SA","2015",0,0,0
"911",154,"NEWTEL PARTICIPACOES SA","2014",0,0,0
"912",154,"NEWTEL PARTICIPACOES SA","2013",0,0,0
"913",154,"NEWTEL PARTICIPACOES SA","2012",0,0,0
"914",154,"NEWTEL PARTICIPACOES SA","2011",0,38.26,0
"915",154,"NEWTEL PARTICIPACOES SA","2010",0,47,0
"916",155,"INNCORP S.A.","2016",0,0,0
"917",155,"INNCORP S.A.","2015",0,38.65,0
"918",155,"INNCORP S.A.","2012",0,33.07,0
"919",155,"INNCORP S.A.","2011",0,27.07,0
"920",155,"INNCORP S.A.","2010",0,33.5,0
"921",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2016",0,20.05,0
"922",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2015",0,19.94,0
"923",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2014",0,27.32,0
"924",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2013",0,38.71,0
"925",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2012",0,0,0
"926",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2011",0,0,0
"927",156,"CONCES DA ROD OSÓRIO-POA S/A - CONCEPA","2010",0,0,0
"928",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2011",0,0,0
"929",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2010",0,0,0
"930",158,"TIM PARTICIPAÇÕES SA","2017",0,32.72,0
"931",158,"TIM PARTICIPAÇÕES SA","2016",0,32.22,0
"932",158,"TIM PARTICIPAÇÕES SA","2015",0,15.18,0
"933",158,"TIM PARTICIPAÇÕES SA","2014",0,28.2,0
"934",158,"TIM PARTICIPAÇÕES SA","2013",0,32.29,0
"935",158,"TIM PARTICIPAÇÕES SA","2012",0,12.85,0
"936",158,"TIM PARTICIPAÇÕES SA","2011",0,31.93,0
"937",158,"TIM PARTICIPAÇÕES SA","2010",0,49.8,0
"938",159,"EMBRATEL PARTICIPAÇÕES SA","2013",0,38.35,0
"939",159,"EMBRATEL PARTICIPAÇÕES SA","2012",0,0,0
"940",159,"EMBRATEL PARTICIPAÇÕES SA","2011",0,0,0
"941",159,"EMBRATEL PARTICIPAÇÕES SA","2010",0,0,0
"942",160,"TELE NORTE LESTE PARTICIPAÇÕES SA","2010",0,0,0
"943",161,"TELEFÔNICA BRASIL S.A.","2017",0,0,0
"944",161,"TELEFÔNICA BRASIL S.A.","2016",0,32.22,0
"945",161,"TELEFÔNICA BRASIL S.A.","2015",0,31.85,0
"946",161,"TELEFÔNICA BRASIL S.A.","2014",0,31.85,0
"947",161,"TELEFÔNICA BRASIL S.A.","2013",0,28.08,0
"948",161,"TELEFÔNICA BRASIL S.A.","2012",0,28.08,0
"949",161,"TELEFÔNICA BRASIL S.A.","2011",0,28.08,0
"950",161,"TELEFÔNICA BRASIL S.A.","2010",0,34.62,0
"951",162,"VIVO PARTICIPAÇÕES SA","2010",0,46.19,0
"952",164,"MAORI SA","2013",0,0,0
"953",164,"MAORI SA","2012",0,65.32,0
"954",164,"MAORI SA","2011",0,54.71,0
"955",164,"MAORI SA","2010",0,74.95,0
"956",165,"SUBESTAÇÃO ELETROMETRÔ S/A","2010",0,75.62,0
"957",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2017",0,0,0
"958",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2016",0,18.46,0
"959",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2015",0,20.82,0
"960",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2014",0,0,0
"961",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2013",71.17,0,0
"962",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2012",0,0,0
"963",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2011",0,0,0
"964",167,"SANTOS BRASIL PARTICIPAÇÕES S.A.","2010",0,0,0
"965",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2017",0,62.41,0
"966",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2016",0,58.08,0
"967",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2015",0,37.47,0
"968",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2014",0,58.17,0
"969",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2013",0,35.95,0
"970",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2012",0,0,0
"971",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2011",0,0,0
"972",169,"MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL","2010",0,74.56,0
"973",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2017",0,0,0
"974",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2016",0,0,0
"975",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2015",0,0,0
"976",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2014",0,62.46,0
"977",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2013",0,60.97,0
"978",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2012",0,63.83,0
"979",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2011",0,49.33,0
"980",170,"BRAZILIAN FINANCE & REAL ESTATE S.A.","2010",0,41.82,0
"981",171,"RUMO MALHA PAULISTA S.A.","2017",0,50.14,0
"982",171,"RUMO MALHA PAULISTA S.A.","2016",100,52.49,0
"983",171,"RUMO MALHA PAULISTA S.A.","2015",0,50.24,0
"984",171,"RUMO MALHA PAULISTA S.A.","2014",0,73.86,0
"985",171,"RUMO MALHA PAULISTA S.A.","2013",0,61.6,0
"986",171,"RUMO MALHA PAULISTA S.A.","2012",0,45.27,0
"987",171,"RUMO MALHA PAULISTA S.A.","2011",0,17.12,0
"988",171,"RUMO MALHA PAULISTA S.A.","2010",0,10.99,0
"989",172,"MRS LOGÍSTICA S/A","2017",0,25.58,0
"990",172,"MRS LOGÍSTICA S/A","2016",0,26.24,0
"991",172,"MRS LOGÍSTICA S/A","2015",0,21.12,0
"992",172,"MRS LOGÍSTICA S/A","2014",0,0,0
"993",172,"MRS LOGÍSTICA S/A","2013",13.12,15.46,0
"994",172,"MRS LOGÍSTICA S/A","2012",20.94,15.42,0
"995",172,"MRS LOGÍSTICA S/A","2011",19.86,22.29,0
"996",172,"MRS LOGÍSTICA S/A","2010",0,30.91,0
"997",174,"KROTON EDUCACIONAL S.A.","2017",0,20.97,0
"998",174,"KROTON EDUCACIONAL S.A.","2016",0,44.51,0
"999",174,"KROTON EDUCACIONAL S.A.","2015",0,51.1,0
"1000",174,"KROTON EDUCACIONAL S.A.","2014",0,8.32,0
"1001",174,"KROTON EDUCACIONAL S.A.","2013",0,7.63,0
"1002",174,"KROTON EDUCACIONAL S.A.","2012",0,21.64,0
"1003",174,"KROTON EDUCACIONAL S.A.","2011",0,24.67,0
"1004",174,"KROTON EDUCACIONAL S.A.","2010",0,0,0
"1005",175,"ALTERE SECURITIZADORA S.A.","2013",0,0,0
"1006",176,"ALIUM PARTICIPAÇÕES SA","2010",0,0,0
"1007",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2012",0,0,0
"1008",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2011",0,0,0
"1009",178,"COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV","2010",0,0,0
"1010",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2017",0,0,0
"1011",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2016",0,12.38,0
"1012",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2015",0,7.89,0
"1013",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2014",0,15.22,0
"1014",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2013",0,47.69,0
"1015",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2012",0,47.81,0
"1016",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2011",0,48.21,0
"1017",179,"CIA ENERGÉTICA DO RIO GRANDE DO NORTE","2010",0,44.81,0
"1018",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2017",0,24.24,0
"1019",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2016",0,0,0
"1020",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2015",0,57.19,0
"1021",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2014",0,51.39,0
"1022",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2013",0,46.24,0
"1023",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2012",0,29.35,0
"1024",180,"PÁTRIA COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS","2011",0,0,0
"1025",181,"RASIP AGRO PASTORIL SA","2012",0,38.5,0
"1026",181,"RASIP AGRO PASTORIL SA","2011",0,33.62,7.95
"1027",181,"RASIP AGRO PASTORIL SA","2010",0,31.25,0
"1028",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2017",0,39.04,0
"1029",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2016",0,40.61,0
"1030",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2015",0,29.45,0
"1031",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2014",0,34.16,0
"1032",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2013",0,31.32,0
"1033",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2012",9.92,12.05,0
"1034",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2011",10.46,22.22,0
"1035",182,"CIBRASEC CIA BRASILEIRA DE SECURITIZAÇÃO","2010",6.53,18.86,0
"1036",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2017",6.53,15.65,0
"1037",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2016",9.62,19.09,0
"1038",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2015",15.59,18.95,0
"1039",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2014",12.33,22.67,0
"1040",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2013",12.33,22.67,0
"1041",183,"CENTRAIS ELÉTRICAS DO PARÁ S.A. - CELPA","2010",0,27.77,0
"1042",185,"AES TIETE SA","2014",0,24.31,0
"1043",185,"AES TIETE SA","2013",0,28.64,0
"1044",185,"AES TIETE SA","2012",0,32.56,0
"1045",185,"AES TIETE SA","2011",0,21.25,0
"1046",185,"AES TIETE SA","2010",0,25.64,0
"1047",186,"RIO PARANAPANEMA ENERGIA SA","2017",0,23.72,0
"1048",186,"RIO PARANAPANEMA ENERGIA SA","2016",0,22.26,0
"1049",186,"RIO PARANAPANEMA ENERGIA SA","2015",0,0,0
"1050",186,"RIO PARANAPANEMA ENERGIA SA","2014",0,13.07,0
"1051",186,"RIO PARANAPANEMA ENERGIA SA","2013",0,31.44,0
"1052",186,"RIO PARANAPANEMA ENERGIA SA","2012",0,25.94,0
"1053",186,"RIO PARANAPANEMA ENERGIA SA","2011",0,13.3,0
"1054",186,"RIO PARANAPANEMA ENERGIA SA","2010",0,13.3,0
"1055",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2017",0,31.78,0
"1056",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2016",0,27.36,0
"1057",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2015",0,33.26,0
"1058",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2014",0,34.76,0
"1059",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2013",0,35.48,0
"1060",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2012",0,34.49,0
"1061",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2011",0,34.32,0
"1062",187,"CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA","2010",0,34.9,0
"1063",189,"IDEIASNET SA","2017",0,36.66,0
"1064",189,"IDEIASNET SA","2016",0,18.68,0
"1065",189,"IDEIASNET SA","2015",0,0,0
"1066",189,"IDEIASNET SA","2014",0,0,0
"1067",189,"IDEIASNET SA","2013",0,0,0
"1068",189,"IDEIASNET SA","2012",0,0,0
"1069",189,"IDEIASNET SA","2011",0,0,0
"1070",189,"IDEIASNET SA","2010",0,0,0
"1071",191,"ULTRAPAR PARTICIPAÇÕES SA","2017",0,0,0
"1072",191,"ULTRAPAR PARTICIPAÇÕES SA","2016",0,0,0
"1073",191,"ULTRAPAR PARTICIPAÇÕES SA","2015",0,0,0
"1074",191,"ULTRAPAR PARTICIPAÇÕES SA","2014",0,0,0
"1075",191,"ULTRAPAR PARTICIPAÇÕES SA","2013",0,0,0
"1076",191,"ULTRAPAR PARTICIPAÇÕES SA","2012",0,5.02,0
"1077",191,"ULTRAPAR PARTICIPAÇÕES SA","2011",0,0,0
"1078",191,"ULTRAPAR PARTICIPAÇÕES SA","2010",0,0,0
"1079",192,"CLARION S/A AGROINDUSTRIAL","2012",0,4.44,0
"1080",192,"CLARION S/A AGROINDUSTRIAL","2011",0,0,0
"1081",192,"CLARION S/A AGROINDUSTRIAL","2010",0,4.31,0
"1082",193,"TERMINAL GARAGEM MENEZES CORTES SA","2017",0,4.43,0
"1083",193,"TERMINAL GARAGEM MENEZES CORTES SA","2016",0,0,0
"1084",193,"TERMINAL GARAGEM MENEZES CORTES SA","2015",0,14.21,0
"1085",193,"TERMINAL GARAGEM MENEZES CORTES SA","2014",0,10.95,0
"1086",193,"TERMINAL GARAGEM MENEZES CORTES SA","2013",0,8.48,0
"1087",193,"TERMINAL GARAGEM MENEZES CORTES SA","2012",0,0,0
"1088",193,"TERMINAL GARAGEM MENEZES CORTES SA","2011",0,0,0
"1089",193,"TERMINAL GARAGEM MENEZES CORTES SA","2010",0,0,0
"1090",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2017",0,0,0
"1091",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2016",0,0,0
"1092",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2015",0,0,0
"1093",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2014",0,0,0
"1094",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2013",0,0,0
"1095",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2012",0,0,0
"1096",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2011",0,0,0
"1097",194,"COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ","2010",0,0,0
"1098",195,"INVESTCO S/A","2017",0,0,0
"1099",195,"INVESTCO S/A","2016",0,0,0
"1100",195,"INVESTCO S/A","2015",0,0.77,0
"1101",195,"INVESTCO S/A","2014",0,0.51,0
"1102",195,"INVESTCO S/A","2013",0,0.6,0
"1103",195,"INVESTCO S/A","2012",0,0.59,0
"1104",195,"INVESTCO S/A","2011",0,0.34,0
"1105",195,"INVESTCO S/A","2010",0,0,0
"1106",196,"DTCOM - DIRECT TO COMPANY S.A.","2017",0,0,0
"1107",196,"DTCOM - DIRECT TO COMPANY S.A.","2016",0,0,0
"1108",196,"DTCOM - DIRECT TO COMPANY S.A.","2015",0,0,0
"1109",196,"DTCOM - DIRECT TO COMPANY S.A.","2014",0,41.63,0
"1110",196,"DTCOM - DIRECT TO COMPANY S.A.","2013",0,36.46,0
"1111",196,"DTCOM - DIRECT TO COMPANY S.A.","2012",0,40.99,0
"1112",196,"DTCOM - DIRECT TO COMPANY S.A.","2011",0,32.92,0
"1113",196,"DTCOM - DIRECT TO COMPANY S.A.","2010",0,37.85,0
"1114",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2017",0,26.43,0
"1115",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2016",0,14.97,0
"1116",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2015",0,28.61,0
"1117",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2014",0,0,0
"1118",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2013",0,0,0
"1119",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2012",0,0,0
"1120",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2011",0,0,0
"1121",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2010",0,0,0
"1122",198,"PRIVATINVEST PARTICIPAÇÕES SA","2010",0,0,0
"1123",200,"CPFL ENERGIA SA","2017",0,0,0
"1124",200,"CPFL ENERGIA SA","2016",0,0,0
"1125",200,"CPFL ENERGIA SA","2015",0,0,0
"1126",200,"CPFL ENERGIA SA","2014",0,0,0
"1127",200,"CPFL ENERGIA SA","2013",0,0,0
"1128",200,"CPFL ENERGIA SA","2012",0,0,0
"1129",200,"CPFL ENERGIA SA","2011",0,50.18,0
"1130",200,"CPFL ENERGIA SA","2010",0,23.02,0
"1131",201,"TELEMAR PARTICIPAÇÕES SA","2014",0,9.72,0
"1132",201,"TELEMAR PARTICIPAÇÕES SA","2013",0,0,0
"1133",201,"TELEMAR PARTICIPAÇÕES SA","2012",0,0,0
"1134",201,"TELEMAR PARTICIPAÇÕES SA","2011",0,0,0
"1135",201,"TELEMAR PARTICIPAÇÕES SA","2010",0,0,0
"1136",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2017",0,0,0
"1137",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2016",0,0,0
"1138",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2015",0,0,0
"1139",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2014",0,0,0
"1140",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2013",0,0,0
"1141",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2012",0,0,0
"1142",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2011",0,0,0
"1143",202,"CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA","2010",0,0,0
"1144",203,"CEMIG TELECOMUNICAÇÕES S/A","2016",0,0,0
"1145",203,"CEMIG TELECOMUNICAÇÕES S/A","2015",0,0,0
"1146",203,"CEMIG TELECOMUNICAÇÕES S/A","2014",0,0,0
"1147",203,"CEMIG TELECOMUNICAÇÕES S/A","2013",0,0,0
"1148",203,"CEMIG TELECOMUNICAÇÕES S/A","2012",0,0,0
"1149",203,"CEMIG TELECOMUNICAÇÕES S/A","2011",0,44.06,0
"1150",203,"CEMIG TELECOMUNICAÇÕES S/A","2010",0,39.74,0
"1151",204,"BRADESPAR S/A","2017",0,38.08,0
"1152",204,"BRADESPAR S/A","2016",0,39.86,0
"1153",204,"BRADESPAR S/A","2015",0,34.77,0
"1154",204,"BRADESPAR S/A","2014",0,41.47,0
"1155",204,"BRADESPAR S/A","2013",0,38.36,0
"1156",204,"BRADESPAR S/A","2012",0,37.32,0
"1157",204,"BRADESPAR S/A","2011",0,45.42,0
"1158",204,"BRADESPAR S/A","2010",0,44.04,0
"1159",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2017",0,47.8,0
"1160",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2016",0,69.23,0
"1161",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2015",0,67.46,0
"1162",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2014",0,59.88,0
"1163",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2013",0,64.99,0
"1164",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2012",0,56.13,0
"1165",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2011",0,55.28,0
"1166",205,"BRAZILIAN SECURITIES CIA SECURITIZAÇÃO","2010",0,55.28,0
"1167",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2017",0,38.14,0
"1168",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2016",0,32.93,0
"1169",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2015",0,29.09,0
"1170",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2014",0,25.1,0
"1171",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2013",0,23.26,0
"1172",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2012",0,28.1,0
"1173",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2011",0,22.6,0
"1174",206,"INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR","2010",0,25.46,0
"1175",207,"CCR S.A.","2017",0,17.74,0
"1176",207,"CCR S.A.","2016",0,43.99,0
"1177",207,"CCR S.A.","2015",0,39.43,0
"1178",207,"CCR S.A.","2014",18.75,45.87,0
"1179",207,"CCR S.A.","2013",58.36,43.6,0
"1180",207,"CCR S.A.","2012",0,24.71,0
"1181",207,"CCR S.A.","2011",0,29.22,0
