"","Codigo","Companhia","Ano","Porcentagem.Conselheiros"
"413",255,"GRENDENE SA","2015",7
"414",255,"GRENDENE SA","2014",5
"415",255,"GRENDENE SA","2013",0
"416",255,"GRENDENE SA","2012",NA
"417",255,"GRENDENE SA","2011",NA
"418",255,"GRENDENE SA","2010",NA
"419",256,"DIAGNOSTICOS DA AMERICA SA","2017",NA
"420",256,"DIAGNOSTICOS DA AMERICA SA","2016",0
"421",256,"DIAGNOSTICOS DA AMERICA SA","2015",0
"422",256,"DIAGNOSTICOS DA AMERICA SA","2014",2
"423",256,"DIAGNOSTICOS DA AMERICA SA","2013",0
"424",256,"DIAGNOSTICOS DA AMERICA SA","2012",NA
"425",256,"DIAGNOSTICOS DA AMERICA SA","2011",NA
"426",256,"DIAGNOSTICOS DA AMERICA SA","2010",NA
"427",259,"POMIFRUTAS S/A","2017",NA
"428",259,"POMIFRUTAS S/A","2016",0
"429",259,"POMIFRUTAS S/A","2015",0
"430",259,"POMIFRUTAS S/A","2014",3
"431",259,"POMIFRUTAS S/A","2013",0
"432",259,"POMIFRUTAS S/A","2012",NA
"433",259,"POMIFRUTAS S/A","2011",NA
"434",259,"POMIFRUTAS S/A","2010",NA
"435",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2014",NA
"436",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2013",NA
"437",262,"BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS","2012",NA
"438",264,"LOCALIZA RENT A CAR SA","2017",NA
"439",264,"LOCALIZA RENT A CAR SA","2016",5.33333333333333
"440",264,"LOCALIZA RENT A CAR SA","2015",6.25
"441",264,"LOCALIZA RENT A CAR SA","2014",6.25
"442",264,"LOCALIZA RENT A CAR SA","2013",0
"443",264,"LOCALIZA RENT A CAR SA","2012",NA
"444",264,"LOCALIZA RENT A CAR SA","2011",NA
"445",264,"LOCALIZA RENT A CAR SA","2010",NA
"446",266,"EDP ENERGIAS DO BRASIL S/A","2017",NA
"447",266,"EDP ENERGIAS DO BRASIL S/A","2016",9.75
"448",266,"EDP ENERGIAS DO BRASIL S/A","2015",9.75
"449",266,"EDP ENERGIAS DO BRASIL S/A","2014",12
"450",266,"EDP ENERGIAS DO BRASIL S/A","2013",0
"451",266,"EDP ENERGIAS DO BRASIL S/A","2012",NA
"452",266,"EDP ENERGIAS DO BRASIL S/A","2011",NA
"453",266,"EDP ENERGIAS DO BRASIL S/A","2010",NA
"454",267,"ARTERIS S.A.","2014",NA
"455",267,"ARTERIS S.A.","2013",0
"456",267,"ARTERIS S.A.","2012",NA
"457",267,"ARTERIS S.A.","2011",NA
"458",267,"ARTERIS S.A.","2010",NA
"459",269,"COSAN SA INDUSTRIA E COMERCIO","2017",NA
"460",269,"COSAN SA INDUSTRIA E COMERCIO","2016",2.5
"461",269,"COSAN SA INDUSTRIA E COMERCIO","2015",2.5
"462",269,"COSAN SA INDUSTRIA E COMERCIO","2014",5.5
"463",269,"COSAN SA INDUSTRIA E COMERCIO","2013",0
"464",269,"COSAN SA INDUSTRIA E COMERCIO","2012",NA
"465",269,"COSAN SA INDUSTRIA E COMERCIO","2011",NA
"466",269,"COSAN SA INDUSTRIA E COMERCIO","2010",NA
"467",273,"LIGHT SA","2017",NA
"468",273,"LIGHT SA","2016",1.25
"469",273,"LIGHT SA","2015",1.25
"470",273,"LIGHT SA","2014",1.5
"471",273,"LIGHT SA","2013",0
"472",273,"LIGHT SA","2012",NA
"473",273,"LIGHT SA","2011",NA
"474",273,"LIGHT SA","2010",NA
"475",274,"UNIVERSO ONLINE SA","2010",NA
"476",276,"BR MALLS PARTICIPAÇOES S.A.","2017",NA
"477",276,"BR MALLS PARTICIPAÇOES S.A.","2016",0.75
"478",276,"BR MALLS PARTICIPAÇOES S.A.","2015",0.666666666666667
"479",276,"BR MALLS PARTICIPAÇOES S.A.","2014",1.5
"480",276,"BR MALLS PARTICIPAÇOES S.A.","2013",0
"481",276,"BR MALLS PARTICIPAÇOES S.A.","2012",NA
"482",276,"BR MALLS PARTICIPAÇOES S.A.","2011",NA
"483",276,"BR MALLS PARTICIPAÇOES S.A.","2010",NA
"484",277,"TEMPO PARTICIPAÇOES S/A","2014",NA
"485",277,"TEMPO PARTICIPAÇOES S/A","2013",0
"486",277,"TEMPO PARTICIPAÇOES S/A","2012",NA
"487",277,"TEMPO PARTICIPAÇOES S/A","2011",NA
"488",277,"TEMPO PARTICIPAÇOES S/A","2010",NA
"489",278,"BR PROPERTIES S.A.","2017",NA
"490",278,"BR PROPERTIES S.A.","2016",2
"491",278,"BR PROPERTIES S.A.","2014",0
"492",278,"BR PROPERTIES S.A.","2013",0
"493",278,"BR PROPERTIES S.A.","2012",NA
"494",278,"BR PROPERTIES S.A.","2011",NA
"495",278,"BR PROPERTIES S.A.","2010",NA
"496",283,"TOTVS S.A","2017",NA
"497",283,"TOTVS S.A","2016",1.66666666666667
"498",283,"TOTVS S.A","2015",1
"499",283,"TOTVS S.A","2014",1.5
"500",283,"TOTVS S.A","2013",0
"501",283,"TOTVS S.A","2012",NA
"502",283,"TOTVS S.A","2011",NA
"503",283,"TOTVS S.A","2010",NA
"504",285,"EQUATORIAL ENERGIA S/A","2017",NA
"505",285,"EQUATORIAL ENERGIA S/A","2016",1.5
"506",285,"EQUATORIAL ENERGIA S/A","2015",0
"507",285,"EQUATORIAL ENERGIA S/A","2014",1.5
"508",285,"EQUATORIAL ENERGIA S/A","2013",0
"509",285,"EQUATORIAL ENERGIA S/A","2012",NA
"510",285,"EQUATORIAL ENERGIA S/A","2011",NA
"511",285,"EQUATORIAL ENERGIA S/A","2010",NA
"512",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2017",NA
"513",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2016",0
"514",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2015",0
"515",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2014",2.5
"516",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2013",0
"517",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2012",NA
"518",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2011",NA
"519",286,"VALID SOLUÇÕES E SERVIÇOS DE SEGURANÇA EM MEIOS DE PAGAMENTO E IDENTIFICAÇÃO S.A.","2010",NA
"520",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2017",NA
"521",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2016",2.5
"522",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2015",2.5
"523",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2014",0
"524",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2013",NA
"525",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2012",NA
"526",287,"BRASILAGRO CIA BRAS DE PROP AGRICOLAS","2011",NA
"527",288,"CSU CARDSYSTEM S/A","2017",NA
"528",288,"CSU CARDSYSTEM S/A","2016",9.5
"529",288,"CSU CARDSYSTEM S/A","2015",9.5
"530",288,"CSU CARDSYSTEM S/A","2014",6
"531",288,"CSU CARDSYSTEM S/A","2013",0
"532",288,"CSU CARDSYSTEM S/A","2012",NA
"533",288,"CSU CARDSYSTEM S/A","2011",NA
"534",288,"CSU CARDSYSTEM S/A","2010",NA
"535",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2017",NA
"536",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2016",0
"537",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2014",0
"538",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2013",NA
"539",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2012",NA
"540",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2011",NA
"541",290,"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL","2010",NA
"542",292,"EMBRAER S.A.","2017",NA
"543",292,"EMBRAER S.A.","2016",2.5
"544",292,"EMBRAER S.A.","2015",2.5
"545",292,"EMBRAER S.A.","2014",2.5
"546",292,"EMBRAER S.A.","2013",0
"547",292,"EMBRAER S.A.","2012",NA
"548",292,"EMBRAER S.A.","2011",NA
"549",292,"EMBRAER S.A.","2010",NA
"550",293,"ODONTOPREV S/A","2017",NA
"551",293,"ODONTOPREV S/A","2016",6
"552",293,"ODONTOPREV S/A","2015",6
"553",293,"ODONTOPREV S/A","2014",5
"554",293,"ODONTOPREV S/A","2013",0
"555",293,"ODONTOPREV S/A","2012",NA
"556",293,"ODONTOPREV S/A","2011",NA
"557",293,"ODONTOPREV S/A","2010",NA
"558",295,"CREMER SA","2013",NA
"559",295,"CREMER SA","2012",NA
"560",295,"CREMER SA","2011",NA
"561",295,"CREMER SA","2010",NA
"562",297,"ÓLEO E GÁS PARTICIPAÇÕES S/A","2017",NA
"563",297,"ÓLEO E GÁS PARTICIPAÇÕES S/A","2012",6
"564",297,"ÓLEO E GÁS PARTICIPAÇÕES S/A","2011",0
"565",297,"ÓLEO E GÁS PARTICIPAÇÕES S/A","2010",NA
"566",299,"CCX CARVÃO DA COLOMBIA S.A.","2017",NA
"567",299,"CCX CARVÃO DA COLOMBIA S.A.","2016",3
"568",299,"CCX CARVÃO DA COLOMBIA S.A.","2015",3
"569",299,"CCX CARVÃO DA COLOMBIA S.A.","2014",1
"570",299,"CCX CARVÃO DA COLOMBIA S.A.","2012",0
"571",299,"CCX CARVÃO DA COLOMBIA S.A.","2011",NA
"572",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2017",NA
"573",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016",1
"574",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2015",1.5
"575",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2014",2
"576",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2013",0
"577",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2012",NA
"578",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2011",NA
"579",303,"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2010",NA
"580",304,"BROOKFIELD INCORPORAÇÕES S.A.","2012",NA
"581",304,"BROOKFIELD INCORPORAÇÕES S.A.","2011",NA
"582",304,"BROOKFIELD INCORPORAÇÕES S.A.","2010",NA
"583",305,"CEMIG DISTRIBUIÇÃO S/A","2012",NA
"584",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2017",NA
"585",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2016",2.33333333333333
"586",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2015",2.33333333333333
"587",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2014",3
"588",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2013",0
"589",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2012",NA
"590",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2011",NA
"591",307,"M DIAS BRANCO SA IND E COM DE ALIMENTOS","2010",NA
"592",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2017",NA
"593",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2016",4
"594",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2015",4
"595",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2014",7
"596",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2013",0
"597",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2012",NA
"598",308,"PROFARMA DISTRIB. PRODUTOS FARMACEUTICOS","2011",NA
"599",309,"TERRA SANTA AGRO S.A.","2017",NA
"600",309,"TERRA SANTA AGRO S.A.","2016",0
"601",309,"TERRA SANTA AGRO S.A.","2015",0
"602",309,"TERRA SANTA AGRO S.A.","2014",0
"603",309,"TERRA SANTA AGRO S.A.","2013",0
"604",309,"TERRA SANTA AGRO S.A.","2012",NA
"605",309,"TERRA SANTA AGRO S.A.","2011",NA
"606",309,"TERRA SANTA AGRO S.A.","2010",NA
"607",310,"POSITIVO INFORMATICA SA","2017",NA
"608",310,"POSITIVO INFORMATICA SA","2016",0
"609",310,"POSITIVO INFORMATICA SA","2015",0
"610",310,"POSITIVO INFORMATICA SA","2014",0
"611",310,"POSITIVO INFORMATICA SA","2013",0
"612",310,"POSITIVO INFORMATICA SA","2012",NA
"613",310,"POSITIVO INFORMATICA SA","2010",NA
"614",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2017",NA
"615",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2016",6
"616",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2015",6
"617",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2014",5
"618",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2013",0
"619",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2012",NA
"620",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2011",NA
"621",311,"LPS BRASIL CONSULTORIA DE IMOVEIS S/A","2010",NA
"622",316,"TECNISA S/A","2017",NA
"623",316,"TECNISA S/A","2016",2
"624",316,"TECNISA S/A","2015",2
"625",316,"TECNISA S/A","2014",1
"626",316,"TECNISA S/A","2013",0
"627",316,"TECNISA S/A","2012",NA
"628",316,"TECNISA S/A","2011",NA
"629",316,"TECNISA S/A","2010",NA
"630",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2017",NA
"631",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2016",0
"632",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2015",5
"633",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2014",0
"634",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2013",0
"635",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2012",NA
"636",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2011",NA
"637",317,"RNI NEGÓCIOS IMOBILIÁRIOS S.A.","2010",NA
"638",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2017",NA
"639",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2015",1
"640",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2014",0
"641",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2013",0
"642",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2012",NA
"643",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2011",NA
"644",319,"PDG REALTY SA EMPREENDIMENTOS E PARTS - EM RECUPERAÇÃO JUDICIAL","2010",NA
"645",320,"CAMARGO CORREA DESENVOLVIMENTO  IMOBILIARIO SA","2011",NA
"646",320,"CAMARGO CORREA DESENVOLVIMENTO  IMOBILIARIO SA","2010",NA
"647",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2017",NA
"648",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2016",0.666666666666667
"649",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2015",0
"650",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2014",2.66666666666667
"651",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2013",0
"652",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2012",NA
"653",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2011",NA
"654",321,"IGUATEMI EMPRESA DE SHOPPING CENTERS S/A","2010",NA
"655",323,"SÃO MARTINHO SA","2017",NA
"656",323,"SÃO MARTINHO SA","2016",0
"657",323,"SÃO MARTINHO SA","2015",5
"658",323,"SÃO MARTINHO SA","2014",0
"659",323,"SÃO MARTINHO SA","2013",NA
"660",323,"SÃO MARTINHO SA","2012",NA
"661",323,"SÃO MARTINHO SA","2011",NA
"662",323,"SÃO MARTINHO SA","2010",NA
"663",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2017",NA
"664",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2016",0
"665",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2015",0
"666",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2014",0
"667",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2013",0
"668",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2012",NA
"669",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2011",NA
"670",324,"EVEN CONSTRUTORA E INCORPORADORA S/A","2010",NA
"671",0,"BANCO SANTANDER (BRASIL) S.A.","2017",NA
"672",0,"BANCO SANTANDER (BRASIL) S.A.","2016",2.75
"673",0,"BANCO SANTANDER (BRASIL) S.A.","2015",2.75
"674",0,"BANCO SANTANDER (BRASIL) S.A.","2014",2
"675",0,"BANCO SANTANDER (BRASIL) S.A.","2013",0
"676",0,"BANCO SANTANDER (BRASIL) S.A.","2012",NA
"677",0,"BANCO SANTANDER (BRASIL) S.A.","2011",NA
"678",0,"BANCO SANTANDER (BRASIL) S.A.","2010",NA
"679",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2017",NA
"680",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2016",7
"681",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2015",5
"682",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2014",3.5
"683",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2013",0
"684",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2012",NA
"685",326,"CPFL ENERGIAS RENOVÁVEIS S.A.","2011",NA
"686",328,"BANCO PINE S/A","2017",NA
"687",328,"BANCO PINE S/A","2016",3
"688",328,"BANCO PINE S/A","2015",0
"689",328,"BANCO PINE S/A","2014",4
"690",328,"BANCO PINE S/A","2013",0
"691",328,"BANCO PINE S/A","2012",NA
"692",328,"BANCO PINE S/A","2011",NA
"693",328,"BANCO PINE S/A","2010",NA
"694",329,"JBS SA","2017",NA
"695",329,"JBS SA","2016",0
"696",329,"JBS SA","2015",0
"697",329,"JBS SA","2014",1
"698",329,"JBS SA","2013",0
"699",329,"JBS SA","2012",NA
"700",329,"JBS SA","2011",NA
"701",329,"JBS SA","2010",NA
"702",330,"JHSF PARTICIPAÇÕES SA","2017",NA
"703",330,"JHSF PARTICIPAÇÕES SA","2016",5.5
"704",330,"JHSF PARTICIPAÇÕES SA","2015",5.5
"705",330,"JHSF PARTICIPAÇÕES SA","2014",6
"706",330,"JHSF PARTICIPAÇÕES SA","2013",0
"707",330,"JHSF PARTICIPAÇÕES SA","2012",NA
"708",330,"JHSF PARTICIPAÇÕES SA","2011",NA
"709",330,"JHSF PARTICIPAÇÕES SA","2010",NA
"710",331,"METALFRIO SOLUTIONS S/A","2017",NA
"711",331,"METALFRIO SOLUTIONS S/A","2016",5
"712",331,"METALFRIO SOLUTIONS S/A","2015",5
"713",331,"METALFRIO SOLUTIONS S/A","2014",4
"714",331,"METALFRIO SOLUTIONS S/A","2013",0
"715",331,"METALFRIO SOLUTIONS S/A","2012",NA
"716",331,"METALFRIO SOLUTIONS S/A","2011",NA
"717",331,"METALFRIO SOLUTIONS S/A","2010",NA
"718",333,"FERTILIZANTES HERINGER SA","2017",NA
"719",333,"FERTILIZANTES HERINGER SA","2016",0
"720",333,"FERTILIZANTES HERINGER SA","2015",0
"721",333,"FERTILIZANTES HERINGER SA","2014",0
"722",333,"FERTILIZANTES HERINGER SA","2013",0
"723",333,"FERTILIZANTES HERINGER SA","2012",NA
"724",333,"FERTILIZANTES HERINGER SA","2011",NA
"725",333,"FERTILIZANTES HERINGER SA","2010",NA
"726",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2017",NA
"727",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2016",3.5
"728",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2015",4.5
"729",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2014",2.5
"730",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2013",NA
"731",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2012",NA
"732",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2011",NA
"733",334,"CR2 EMPREENDIMENTOS IMOBILIÁRIOS S/A","2010",NA
"734",335,"CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA","2015",NA
"735",336,"BEMATECH  S/A","2013",NA
"736",336,"BEMATECH  S/A","2011",NA
"737",336,"BEMATECH  S/A","2010",NA
"738",338,"BANCO SOFISA SA","2015",NA
"739",338,"BANCO SOFISA SA","2014",4.66666666666667
"740",338,"BANCO SOFISA SA","2013",0
"741",338,"BANCO SOFISA SA","2012",NA
"742",338,"BANCO SOFISA SA","2011",NA
"743",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2017",NA
"744",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2016",5
"745",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2015",5
"746",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2014",3
"747",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2013",0
"748",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2012",NA
"749",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2011",NA
"750",339,"VIVER INCORP. E CONSTRUTORA S.A.- EM RECUPERAÇÃO JUDICIAL","2010",NA
"751",340,"LOG-IN LOGISTICA INTERMODAL SA","2017",NA
"752",340,"LOG-IN LOGISTICA INTERMODAL SA","2016",0.666666666666667
"753",340,"LOG-IN LOGISTICA INTERMODAL SA","2015",0
"754",340,"LOG-IN LOGISTICA INTERMODAL SA","2014",1
"755",340,"LOG-IN LOGISTICA INTERMODAL SA","2013",0
"756",340,"LOG-IN LOGISTICA INTERMODAL SA","2012",NA
"757",340,"LOG-IN LOGISTICA INTERMODAL SA","2011",NA
"758",340,"LOG-IN LOGISTICA INTERMODAL SA","2010",NA
"759",341,"PARANA BANCO S.A.","2014",NA
"760",341,"PARANA BANCO S.A.","2013",0
"761",341,"PARANA BANCO S.A.","2012",NA
"762",341,"PARANA BANCO S.A.","2011",NA
"763",341,"PARANA BANCO S.A.","2010",NA
"764",342,"SLC AGRICOLA SA","2017",NA
"765",342,"SLC AGRICOLA SA","2016",0
"766",342,"SLC AGRICOLA SA","2015",1.5
"767",342,"SLC AGRICOLA SA","2014",1.5
"768",342,"SLC AGRICOLA SA","2013",0
"769",342,"SLC AGRICOLA SA","2012",NA
"770",342,"SLC AGRICOLA SA","2011",NA
"771",342,"SLC AGRICOLA SA","2010",NA
"772",343,"MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A","2010",NA
"773",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2017",NA
"774",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2016",6
"775",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2015",6
"776",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2014",4.5
"777",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2013",0
"778",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2012",NA
"779",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2011",NA
"780",344,"EZ TEC EMPREEND. E PARTICIPAÇÕES S/A","2010",NA
"781",345,"MARFRIG GLOBAL FOODS SA","2017",NA
"782",345,"MARFRIG GLOBAL FOODS SA","2016",3.6
"783",345,"MARFRIG GLOBAL FOODS SA","2015",0
"784",345,"MARFRIG GLOBAL FOODS SA","2014",3.5
"785",345,"MARFRIG GLOBAL FOODS SA","2013",0
"786",345,"MARFRIG GLOBAL FOODS SA","2012",NA
"787",345,"MARFRIG GLOBAL FOODS SA","2011",NA
"788",345,"MARFRIG GLOBAL FOODS SA","2010",NA
"789",346,"BANCO DAYCOVAL S.A.","2015",NA
"790",346,"BANCO DAYCOVAL S.A.","2014",3.5
"791",346,"BANCO DAYCOVAL S.A.","2013",0
"792",346,"BANCO DAYCOVAL S.A.","2012",NA
"793",346,"BANCO DAYCOVAL S.A.","2011",NA
"794",346,"BANCO DAYCOVAL S.A.","2010",NA
"795",347,"TEGMA GESTÃO LOGÍSTICA SA","2017",NA
"796",347,"TEGMA GESTÃO LOGÍSTICA SA","2016",0
"797",347,"TEGMA GESTÃO LOGÍSTICA SA","2015",0
"798",347,"TEGMA GESTÃO LOGÍSTICA SA","2014",1
"799",347,"TEGMA GESTÃO LOGÍSTICA SA","2013",0
"800",347,"TEGMA GESTÃO LOGÍSTICA SA","2012",NA
"801",347,"TEGMA GESTÃO LOGÍSTICA SA","2011",NA
"802",347,"TEGMA GESTÃO LOGÍSTICA SA","2010",NA
"803",350,"MAGNESITA REFRATARIOS S.A.","2017",NA
"804",350,"MAGNESITA REFRATARIOS S.A.","2016",0
"805",350,"MAGNESITA REFRATARIOS S.A.","2015",0
"806",350,"MAGNESITA REFRATARIOS S.A.","2014",3
"807",350,"MAGNESITA REFRATARIOS S.A.","2013",0
"808",350,"MAGNESITA REFRATARIOS S.A.","2012",NA
"809",350,"MAGNESITA REFRATARIOS S.A.","2011",NA
"810",352,"HELBOR EMPREENDIMENTOS S/A","2017",NA
"811",352,"HELBOR EMPREENDIMENTOS S/A","2016",6
"812",352,"HELBOR EMPREENDIMENTOS S/A","2015",6
"813",352,"HELBOR EMPREENDIMENTOS S/A","2014",6
"814",352,"HELBOR EMPREENDIMENTOS S/A","2013",NA
"815",352,"HELBOR EMPREENDIMENTOS S/A","2012",NA
"816",352,"HELBOR EMPREENDIMENTOS S/A","2011",NA
"817",352,"HELBOR EMPREENDIMENTOS S/A","2010",NA
"818",353,"BANCO INDUSVAL S.A.","2017",NA
"819",353,"BANCO INDUSVAL S.A.","2016",2.5
"820",353,"BANCO INDUSVAL S.A.","2015",2.5
"821",353,"BANCO INDUSVAL S.A.","2014",3
"822",353,"BANCO INDUSVAL S.A.","2013",0
"823",353,"BANCO INDUSVAL S.A.","2012",NA
"824",353,"BANCO INDUSVAL S.A.","2011",NA
"825",353,"BANCO INDUSVAL S.A.","2010",NA
"826",354,"REDECARD S/A","2011",NA
"827",354,"REDECARD S/A","2010",NA
"828",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2014",NA
"829",355,"BHG S.A. - BRAZIL HOSPITALITY GROUP","2013",NA
