"","Código","Companhia","Ano","NIV","Management.Council","Statutory.Directors","Fiscal.Council","APC","RM","RMRANKIT","POEDIRECTOR","PO","AMDIRECTOR","AM","SIZE"
"206",29,"BANCO DO NORDESTE DO BRASIL SA","2013",0,0,0,0,0,1447263.78,382,"",0,"720",2,0
"207",29,"BANCO DO NORDESTE DO BRASIL SA","2012",0,0,0,0,0,769648.39,167,"",0,"720",2,0
"208",29,"BANCO DO NORDESTE DO BRASIL SA","2011",0,0,8.75,0,0,539512.94,306,"",0,"99",1,0
"209",29,"BANCO DO NORDESTE DO BRASIL SA","2010",0,0,0,0,0,492022.58,242,"",0,"513",1,0
"210",30,"INDS J B DUARTE SA","2017",0,0,0,0,0,4060000,28,"",1,"",0,11.4893497284415
"211",30,"INDS J B DUARTE SA","2016",0,0,0,0,0,1e+07,385,"",1,"",0,11.4208759633721
"212",30,"INDS J B DUARTE SA","2015",0,0,0,0,0,1e+05,176,"",1,"",0,11.7745663909684
"213",30,"INDS J B DUARTE SA","2014",0,0,0,0,0,50000,107,"",1,"",0,11.7327755989343
"214",30,"INDS J B DUARTE SA","2013",0,0,0,0,0,249600,374,"",1,"",0,11.6851461795848
"215",30,"INDS J B DUARTE SA","2012",0,0,0,0,0,249600,373,"",1,"",0,11.6708945596494
"216",30,"INDS J B DUARTE SA","2011",0,0,0,0,0,230400,344,"",1,"",0,11.5520307868508
"217",30,"INDS J B DUARTE SA","2010",0,0,0,0,0,174250,260,"",1,"",0,11.3660366869252
"218",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2017",0,0,32.85,0,0,273935.87,406,"",0,"386",2,11.2075273867127
"219",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2016",0,0,24.11,0,0,854131.59,268,"",0,"386",2,11.8240432628996
"220",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2015",0,0,24.4,0,0,999515.06,449,"",0,"418",4,12.2971420276681
"221",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2014",0,0,6.76,0,0,1643088.24,68,"",0,"418",4,12.5763284506769
"222",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2013",0,0,25,0,0,2017449.38,302,"",0,"418",4,13.5285988553681
"223",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2012",0,0,31.93,0,0,2097481.72,338,"",0,"418",4,13.888434758308
"224",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2011",0,19.02,52.54,0,0,2346144.55,1,"",0,"378",1,13.9780017870784
"225",31,"ITAUTEC S.A. - GRUPO ITAUTEC","2010",0,0,0,0,0,1881590.84,223,"",0,"668",1,13.8934729494336
"226",32,"RECRUSUL SA","2017",0,0,0,0,0,15600,409,"",1,"853",1,10.5312958917877
"227",32,"RECRUSUL SA","2016",0,0,0,0,0,15600,408,"",1,"853",1,10.7786229009888
"228",32,"RECRUSUL SA","2015",0,0,0,0,0,15600,407,"",1,"853",1,10.4691422125808
"229",32,"RECRUSUL SA","2014",0,0,0,0,60541,367833.33,84,"",1,"853",1,10.5222613411062
"230",32,"RECRUSUL SA","2013",0,0,0,0,4540569,367833.33,83,"",1,"853",1,11.4812696655662
"231",32,"RECRUSUL SA","2012",0,0,0,0,15511385,658833.33,31,"",1,"853",1,11.4316937173354
"232",32,"RECRUSUL SA","2011",0,0,0,0,15511385,690166.67,72,"",1,"853",2,11.2543490176571
"233",32,"RECRUSUL SA","2010",0,0,47.13,0,4540569,633499.98,429,"",1,"853",2,11.4235148484695
"234",33,"KLABIN S.A.","2017",0,0,36.86,0,0,8465974.54,340,"",0,"194",2,0
"235",33,"KLABIN S.A.","2016",0,0,45.56,0,0,8810980.68,355,"",0,"194",2,0
"236",33,"KLABIN S.A.","2015",0,0,44.09,0,0,7804558.92,321,"",0,"276",6,0
"237",33,"KLABIN S.A.","2014",0,0,40.89,0,0,6954679.37,295,"",0,"276",6,0
"238",33,"KLABIN S.A.","2013",0,0,41.83,0,0,4810627.13,146,"",0,"276",6,0
"239",33,"KLABIN S.A.","2012",0,0,40.04,0,0,4397250,81,"",0,"276",6,0
"240",33,"KLABIN S.A.","2011",0,0,34.28,0,0,4548290.19,104,"",0,"276",6,0
"241",33,"KLABIN S.A.","2010",0,0,0,0,0,4411236.42,85,"",0,"276",6,0
"242",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2017",0,0,25.52,0,863,714375,101,"128",0,"971",1,12.868397150497
"243",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2016",0,0,0,0,0,0,0,"",0,"",0,12.9182402848271
"244",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2015",0,0,0,0,0,0,0,"",0,"",0,12.9649420214089
"245",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2014",0,0,0,0,0,0,0,"",0,"",0,12.9849134602379
"246",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2013",0,0,0,0,0,0,0,"",0,"",0,12.9518431106485
"247",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2012",0,0,0,0,0,0,0,"",0,"",0,12.8814987309021
"248",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2011",0,0,0,0,0,0,0,"",0,"",0,12.7471577968462
"249",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2010",0,0,0,0,0,0,0,"",0,"",0,12.6695739302799
"250",35,"FIBRIA CELULOSE S.A.","2017",1,0,76.24,0,0,4772488.26,140,"",0,"617",8,17.4711778175689
"251",35,"FIBRIA CELULOSE S.A.","2016",1,0,61.37,0,0,2144124.69,360,"",0,"617",8,17.354738761288
"252",35,"FIBRIA CELULOSE S.A.","2015",1,0,61.13,0,0,11205129.4,407,"",0,"617",8,17.197660279271
"253",35,"FIBRIA CELULOSE S.A.","2014",0,0,50.76,0,0,4836263.95,148,"",0,"617",8,17.0578677255462
"254",35,"FIBRIA CELULOSE S.A.","2013",0,0,43.16,0,0,3683680.09,431,"",0,"617",8,17.1020514611922
"255",35,"FIBRIA CELULOSE S.A.","2012",0,0,29.3,0,0,3300943.74,337,"",0,"617",8,17.1524597230131
"256",35,"FIBRIA CELULOSE S.A.","2011",1,0,23.06,0,0,2962510.2,250,"",0,"617",8,17.1424704821668
"257",35,"FIBRIA CELULOSE S.A.","2010",1,0,0,0,0,4547095.17,103,"",0,"617",8,17.2221428768951
"258",36,"SIDERURGICA J L ALIPERTI SA","2017",0,0,0,0,2583,243000,359,"",0,"128",8,12.9527534839881
"259",36,"SIDERURGICA J L ALIPERTI SA","2016",0,0,60.74,0,2583,256100,388,"",0,"128",8,12.9599244447067
"260",36,"SIDERURGICA J L ALIPERTI SA","2015",0,0,59.59,0,25832,256100,387,"",0,"128",8,12.9560065041782
"261",36,"SIDERURGICA J L ALIPERTI SA","2014",0,0,60.8,0,25832,504180.89,256,"",0,"128",8,12.9823447020761
"262",36,"SIDERURGICA J L ALIPERTI SA","2013",0,0,0,0,25832,477728.78,221,"",0,"128",8,12.9529572561431
"263",36,"SIDERURGICA J L ALIPERTI SA","2012",0,0,0,0,25832,196266.67,289,"",0,"128",8,12.9139138383697
"264",36,"SIDERURGICA J L ALIPERTI SA","2011",0,0,0,0,25832,212651,318,"",0,"128",8,12.919309176983
"265",36,"SIDERURGICA J L ALIPERTI SA","2010",0,0,0,0,25832,180916,272,"",0,"128",8,12.3233222055804
"266",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2011",0,0,0,0,0,220666.67,328,"",0,"397",2,12.2573786898364
"267",37,"RIMET EMPREEND. INDS. E COMERCIAIS S/A","2010",0,0,0,0,0,220666.67,327,"",0,"397",2,12.1373868697417
"268",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2017",0,0,0,0,1000,0,0,"",1,"",0,14.1381489756014
"269",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2016",0,0,0,0,1000,0,0,"",0,"",0,14.0584590895131
"270",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2015",0,0,0,0,1000,0,0,"",1,"",0,13.9836664200631
"271",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2014",0,0,0,0,1000,0,0,"",1,"",0,13.8880451501475
"272",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2013",0,0,0,0,1000,22540,23,"",1,"",0,13.8183216032717
"273",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2012",0,0,0,0,1000,22540,22,"",1,"",0,13.7416896215349
"274",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2011",0,0,0,0,1000,22000,19,"",1,"",0,13.7514444585513
"275",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2010",0,0,32.66,0,0,19000,2,"",1,"",0,13.7799963273102
"276",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2017",0,0,27.11,0,0,901833.33,338,"",0,"865",3,0
"277",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2016",0,0,0,0,1050450,514730.16,270,"",0,"865",3,0
"278",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2015",0,0,0,0,1050450,0,0,"",0,"865",3,0
"279",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2014",0,0,0,0,1050450,44857.14,100,"",0,"582",5,0
"280",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2013",0,0,0,0,6241841,42571.43,93,"",0,"582",5,0
"281",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2012",0,0,0,0,1050450,42857.14,94,"",0,"582",5,0
"282",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2011",0,0,0,0,1050450,73440.48,138,"",0,"582",5,0
"283",39,"BANCO MERCANTIL DE INVESTIMENTOS S.A.","2010",0,0,14.41,0,1050450,120571.43,204,"",0,"582",5,0
"284",40,"BANCO MERCANTIL BRASIL SA","2017",0,0,14.17,0,1534466,1382219.4,317,"80",0,"582",4,0
"285",40,"BANCO MERCANTIL BRASIL SA","2016",0,0,0,0,13262560,1400705.88,329,"80",0,"582",4,0
"286",40,"BANCO MERCANTIL BRASIL SA","2015",0,0,0,0,12508983,0,0,"80",0,"582",4,0
"287",40,"BANCO MERCANTIL BRASIL SA","2014",0,0,0,0,12305132,4287608.22,64,"80",0,"582",4,0
"288",40,"BANCO MERCANTIL BRASIL SA","2013",0,0,15.66,0,10102472,758123.54,154,"80",0,"",0,0
"289",40,"BANCO MERCANTIL BRASIL SA","2012",0,0,0,0,11315662,878575.79,301,"80",0,"709",3,0
"290",40,"BANCO MERCANTIL BRASIL SA","2011",0,0,39.62,0,17436926,693000,76,"80",1,"709",3,0
"291",40,"BANCO MERCANTIL BRASIL SA","2010",0,0,65.53,0,17576643,825055.56,234,"80",1,"709",3,0
"292",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2017",0,0,69.47,0,11300,2184833.33,382,"",0,"",0,14.3535460137078
"293",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2016",0,0,73.62,0,28000,2275250,415,"",0,"",0,14.3267383008695
"294",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2015",0,0,65.3,0,27500,2336400,456,"",0,"",0,14.2641884004953
"295",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2014",0,0,77.53,0,25900,1428238.1,361,"",0,"",0,14.151782060154
"296",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2013",0,0,81.25,0,10800,2310714.29,439,"",0,"",0,14.1098608483512
"297",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2012",0,0,76.05,0,9700,2121428.57,349,"",0,"",0,14.0063639482704
"298",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2011",0,0,0,0,5300,1578328.57,14,"",0,"",0,13.8461319023041
"299",41,"JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP","2010",0,0,0,0,5000,1246428.57,220,"",0,"",0,13.8087970728691
"300",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2017",0,0,0,0,405227,334462.7,43,"",1,"479",8,0
"301",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2016",0,0,0,0,412427,313715.2,15,"",1,"479",8,0
"302",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2015",0,0,0,0,419427,301306.7,437,"",1,"479",8,0
"303",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2014",0,0,0,0,425227,332225.84,39,"",1,"479",8,0
"304",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2013",0,0,0,0,358210,301573.65,439,"",1,"479",8,0
"305",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2012",0,0,0,0,882937,293514.78,422,"",1,"479",8,0
"306",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2011",0,0,0,0,1082437,313852.44,17,"",1,"479",8,0
"307",42,"HAGA S.A. INDÚSTRIA E COMÉRCIO","2010",0,0,56.12,0,543687,288305.54,417,"",1,"479",8,0
"308",43,"ÉVORA S.A.","2015",0,0,63.47,0,0,3683608.25,430,"",0,"336",6,0
"309",43,"ÉVORA S.A.","2014",0,0,0,0,0,3587044.25,416,"",0,"336",6,0
"310",43,"ÉVORA S.A.","2013",0,0,0,0,0,812500,211,"",0,"336",6,0
"311",43,"ÉVORA S.A.","2012",0,0,0,0,0,308797.84,7,"",0,"336",6,0
"312",43,"ÉVORA S.A.","2011",0,0,0,0,0,268174.86,401,"",0,"336",6,0
"313",43,"ÉVORA S.A.","2010",0,0,0,0,0,114825,198,"",0,"336",6,0
"314",44,"METALURGICA RIOSULENSE SA","2017",0,0,0,0,6860,886816,313,"73",0,"541",3,12.1950369759099
"315",44,"METALURGICA RIOSULENSE SA","2016",0,0,0,0,329280,846816,257,"73",0,"541",3,12.0236090786533
"316",44,"METALURGICA RIOSULENSE SA","2015",0,0,0,0,336140,1601992.1,34,"73",0,"541",3,12.0745506612632
"317",44,"METALURGICA RIOSULENSE SA","2014",0,0,0,0,336140,1344911.03,297,"73",0,"",0,12.1310311608661
"318",44,"METALURGICA RIOSULENSE SA","2013",0,0,0,0,336140,1349194.23,299,"73",0,"",0,12.1300335792446
"319",44,"METALURGICA RIOSULENSE SA","2012",0,0,0,0,336140,1156073.14,152,"73",0,"",0,12.1124210894487
"320",44,"METALURGICA RIOSULENSE SA","2011",0,0,0,0,336140,1175000,166,"73",0,"",0,12.1803291059094
"321",44,"METALURGICA RIOSULENSE SA","2010",0,0,0,0,336140,1175000,165,"73",0,"",0,12.1952240113233
"322",45,"POLPAR S.A.","2017",0,0,0,0,9299,0,201,"24",1,"211",8,10.1394288620802
"323",45,"POLPAR S.A.","2016",0,0,0,0,27681,0,200,"24",1,"211",8,9.90293740123065
"324",45,"POLPAR S.A.","2015",0,0,0,0,38681,0,199,"24",1,"211",8,10.1766776213345
"325",45,"POLPAR S.A.","2014",0,0,0,0,60431,0,198,"24",1,"211",8,9.72471967394147
"326",45,"POLPAR S.A.","2013",0,0,0,0,60431,0,197,"24",1,"211",8,9.55229753882796
"327",45,"POLPAR S.A.","2012",0,0,0,0,60431,0,196,"24",0,"211",8,9.44778122799122
"328",45,"POLPAR S.A.","2011",0,0,0,0,60431,0,195,"24",0,"211",8,9.08862461329209
"329",45,"POLPAR S.A.","2010",0,0,0,0,60431,0,194,"24",0,"211",8,9.67940606149394
"330",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2017",0,0,0,0,0,254564.27,381,"",0,"54",8,13.186989394714
"331",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2016",0,0,0,0,0,228491.58,342,"",0,"54",8,13.27322522638
"332",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2015",0,0,0,0,0,241612.75,358,"",0,"54",8,13.3672887725434
"333",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2014",0,0,0,0,0,211898.09,316,"",0,"54",8,13.6149390798021
"334",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2013",0,0,0,0,0,194290.42,285,"",0,"54",8,13.7904542542463
"335",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2012",0,0,0,0,0,157875.63,239,"",0,"54",8,13.8121398836187
"336",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2011",0,0,0,0,0,161351.61,243,"",0,"54",8,13.7843067434316
"337",46,"PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A","2010",0,0,0,0,0,163783.73,245,"",0,"54",8,13.7169170940769
"338",47,"MINUPAR PARTICIPACOES SA","2017",0,0,0,0,703867,62500,125,"",0,"133",3,12.054813614188
"339",47,"MINUPAR PARTICIPACOES SA","2016",0,0,0,0,70682112,62500,124,"",0,"133",3,12.2460238610324
"340",47,"MINUPAR PARTICIPACOES SA","2015",0,0,0,0,163024112,34245.98,65,"",0,"133",3,12.2783281887106
"341",47,"MINUPAR PARTICIPACOES SA","2014",0,0,0,0,161124112,67605.41,130,"",0,"927",2,12.2199607576903
"342",47,"MINUPAR PARTICIPACOES SA","2013",0,0,0,0,128724112,177692.01,265,"",1,"927",2,12.2699484471176
"343",47,"MINUPAR PARTICIPACOES SA","2012",0,0,0,0,169391688,90000,166,"127",1,"",0,12.5426591613356
"344",47,"MINUPAR PARTICIPACOES SA","2011",0,0,0,0,155519673,383333.33,101,"127",0,"",0,12.5242136004666
"345",47,"MINUPAR PARTICIPACOES SA","2010",0,0,0,0,154323773,121854.75,208,"127",0,"",0,12.2411501721429
"346",48,"PBG S/A","2017",1,0,23.47,0,4436332,2579662.33,115,"",0,"166",1,0
"347",48,"PBG S/A","2016",1,0,6.57,0,74012347,2865797.81,211,"",0,"166",1,0
"348",48,"PBG S/A","2015",1,0,32.85,0,103031879,2454828.72,48,"",0,"166",6,0
"349",48,"PBG S/A","2014",1,0,18.61,0,77901179,3164243.53,308,"",0,"166",6,0
"350",48,"PBG S/A","2013",1,0,27.58,0,77881179,2918038,234,"",0,"166",6,0
"351",48,"PBG S/A","2012",1,0,20.64,0,52750479,2572000,111,"",0,"166",6,0
"352",48,"PBG S/A","2011",1,0,0,0,87775144,654666.67,22,"",0,"166",6,0
"353",48,"PBG S/A","2010",1,43.99,44.14,0,96541860,1077972.22,80,"",0,"166",6,0
"354",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2017",1,41.95,43.72,0,1917547,5299888.89,182,"",0,"279",3,0
"355",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2016",1,46.02,47.51,0,30825166,5083184.29,167,"",0,"279",3,0
"356",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2015",1,41.24,42.98,0,34936892,4299839.21,66,"",0,"279",3,0
"357",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2014",1,41.7,42.98,0,12098682,4509564.86,96,"",0,"280",5,0
"358",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2013",1,39.59,37.17,0,12098682,6428571.43,263,"",0,"280",5,0
"359",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2012",1,16.35,30.48,0,12098682,5588214.29,207,"",0,"280",5,0
"360",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2011",1,0,34.45,0,12098682,2773033.43,181,"",0,"280",5,0
"361",49,"SÃO CARLOS EMPREENDS E PARTICIPAÇÕES S.A","2010",1,0,0,0,12098682,1996574.62,284,"",0,"280",5,0
"362",50,"BANCO ALFA DE INVESTIMENTO SA","2017",0,0,0,0,2532,2890861.18,221,"",0,"268",8,0
"363",50,"BANCO ALFA DE INVESTIMENTO SA","2016",0,0,0,0,6166444,2882501.23,217,"",0,"268",8,0
"364",50,"BANCO ALFA DE INVESTIMENTO SA","2015",0,0,0,0,5064,2567930.11,109,"",0,"268",8,0
"365",50,"BANCO ALFA DE INVESTIMENTO SA","2014",0,0,0,0,3085754,2337999.33,458,"",0,"268",8,0
"366",50,"BANCO ALFA DE INVESTIMENTO SA","2013",0,0,0,0,3203624,2291378.75,423,"",0,"268",8,0
"367",50,"BANCO ALFA DE INVESTIMENTO SA","2012",0,0,0,0,3256586,1809474.16,167,"",0,"268",8,0
"368",50,"BANCO ALFA DE INVESTIMENTO SA","2011",0,17.92,20.59,0,3206156,1807252.2,164,"",0,"268",8,0
"369",50,"BANCO ALFA DE INVESTIMENTO SA","2010",0,37.92,29.81,0,8247804,1581935.87,20,"",0,"268",8,0
"370",51,"CEMEPE INVESTIMENTOS SA","2017",0,0,0,0,0,0,0,"",0,"910",3,6.65027904858742
"371",51,"CEMEPE INVESTIMENTOS SA","2016",0,0,0,0,0,0,0,"",0,"910",3,6.65027904858742
"372",51,"CEMEPE INVESTIMENTOS SA","2015",0,0,0,0,0,0,0,"",0,"910",3,6.65027904858742
"373",51,"CEMEPE INVESTIMENTOS SA","2014",0,0,0,0,0,0,0,"",0,"",0,6.65027904858742
"374",51,"CEMEPE INVESTIMENTOS SA","2013",0,0,0,0,0,0,0,"",0,"",0,6.65027904858742
"375",51,"CEMEPE INVESTIMENTOS SA","2012",0,0,0,0,124452,0,0,"",0,"",0,6.65027904858742
"376",51,"CEMEPE INVESTIMENTOS SA","2011",0,0,0,0,124452,0,0,"",0,"",0,6.65027904858742
"377",51,"CEMEPE INVESTIMENTOS SA","2010",0,0,0,0,124452,0,0,"",0,"",0,6.65027904858742
"378",52,"SUZANO PAPEL E CELULOSE SA","2017",1,38.44,55.89,0,48077095,7516435.08,314,"",0,"999",7,17.1662207062493
"379",52,"SUZANO PAPEL E CELULOSE SA","2016",0,39.24,49.85,0,255717925,6554072.71,275,"",0,"999",7,17.196481864689
"380",52,"SUZANO PAPEL E CELULOSE SA","2015",0,42.24,43.15,0,208869205,7158263.98,301,"",0,"999",7,17.156957404435
"381",52,"SUZANO PAPEL E CELULOSE SA","2014",0,48.73,48.01,0,8003,6296628.77,255,"",0,"999",7,17.1519722790582
"382",52,"SUZANO PAPEL E CELULOSE SA","2013",0,41.23,50.2,0,15159,7559577.16,316,"",0,"999",7,17.1168634051564
"383",52,"SUZANO PAPEL E CELULOSE SA","2012",0,52.15,43.41,0,10009122,5613220.44,209,"",0,"999",7,17.0484248606651
"384",52,"SUZANO PAPEL E CELULOSE SA","2011",0,23.04,33.24,0,10012879,5532024.89,203,"",0,"999",7,16.8908429335641
"385",52,"SUZANO PAPEL E CELULOSE SA","2010",0,0,14.09,0,16796793,4642214.74,120,"",0,"82",1,16.755386986614
"386",53,"YARA BRASIL FERTILIZANTES","2010",0,0,0,0,0,718353.19,105,"",1,"518",1,13.9216815451013
"387",54,"VALE FERTILIZANTES S.A.","2010",0,0,0,0,0,710000,94,"",1,"952",1,19.1845757871011
"388",55,"BFB LEASING S.A. ARRENDAMENTO MERCANTIL","2011",0,0,0,0,0,0,0,"",0,"",0,0
"389",55,"BFB LEASING S.A. ARRENDAMENTO MERCANTIL","2010",0,0,37.29,0,0,0,193,"",0,"636",1,0
"390",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2017",0,32.48,36.65,0,0,2900208.13,226,"",0,"206",4,0
"391",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2016",0,25.17,39.06,0,0,3882811.95,2,"",0,"206",4,0
"392",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2015",0,32.3,41.62,0,0,3078044.98,284,"",0,"206",4,0
"393",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2014",0,34.72,43.26,0,0,3760079.69,445,"",0,"206",4,0
"394",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2013",0,32.98,42.62,0,0,2899284.87,224,"",0,"207",4,0
"395",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2012",0,30.79,44.02,0,0,3172057.14,309,"",0,"207",4,0
"396",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2011",0,38.21,53.38,0,0,3134835.49,301,"",0,"207",4,0
"397",56,"RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES","2010",0,0,0,0,0,2522181.33,88,"",0,"207",4,0
"398",57,"TEC TOY S/A","2017",1,0,0,0,2499,18759300,442,"",0,"969",4,0
"399",57,"TEC TOY S/A","2016",0,0,0,0,2503,18007500,441,"",0,"969",4,0
"400",57,"TEC TOY S/A","2015",0,0,0,0,2503,18007500,440,"",0,"969",4,0
"401",57,"TEC TOY S/A","2014",1,0,0,0,3004,158928,240,"",0,"969",4,0
"402",57,"TEC TOY S/A","2013",1,0,0,0,2.5e+09,375622.67,93,"",0,"",0,0
"403",57,"TEC TOY S/A","2012",0,0,0,0,2.5e+09,675391,54,"",0,"915",2,0
"404",57,"TEC TOY S/A","2011",0,0,0,0,2.5e+09,642623.25,443,"",0,"915",2,0
"405",57,"TEC TOY S/A","2010",0,0,33.84,0,2.5e+09,8e+05,203,"",0,"292",1,0
"406",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2017",0,0,27.16,0,0,2326498.56,454,"",0,"169",3,16.4736983001945
"407",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2016",1,0,25.05,0,0,2736159,171,"",0,"169",3,16.4230180266383
"408",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2015",0,0,35.7,0,0,2451638.98,47,"",0,"169",3,16.4013800929923
"409",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2014",0,0,36.61,0,0,1861469.25,210,"",0,"119",4,16.265675561917
"410",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2013",0,0,36.09,0,0,2014020.97,298,"",0,"119",4,16.1851981635088
"411",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2012",0,0,33.51,0,0,1716976.3,111,"",0,"119",4,16.1668113361638
"412",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2011",0,0,35.07,0,0,2126178,351,"",0,"119",4,16.1919018132863
"413",58,"ELETROPAULO METROPOLITANA EL.S.PAULO S.A","2010",0,0,16.86,0,1436634,1849718,198,"",0,"",0,16.2487739398504
"414",59,"BRB-BANCO DE BRASILIA SA","2017",0,0,17.13,0,0,900607.07,337,"",0,"983",3,0
"415",59,"BRB-BANCO DE BRASILIA SA","2016",0,0,27.89,0,0,900607.07,336,"",0,"983",3,0
"416",59,"BRB-BANCO DE BRASILIA SA","2015",0,0,9.09,0,0,818733.33,225,"",0,"983",3,0
"417",59,"BRB-BANCO DE BRASILIA SA","2014",0,0,15.16,0,0,1476219.25,403,"",0,"984",2,0
"418",59,"BRB-BANCO DE BRASILIA SA","2013",0,0,14.17,0,0,964538.73,414,"",0,"984",2,0
"419",59,"BRB-BANCO DE BRASILIA SA","2012",0,0,21.92,0,0,985273.3,434,"",0,"779",1,0
"420",59,"BRB-BANCO DE BRASILIA SA","2011",0,0,0,0,0,649955.5,12,"",0,"",0,0
"421",59,"BRB-BANCO DE BRASILIA SA","2010",0,0,0,0,0,454858.44,191,"",0,"",0,0
"422",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2017",0,0,0,0,0,0,0,"",0,"854",4,0
"423",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2016",0,0,0,0,0,0,0,"",0,"854",4,0
"424",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2015",0,0,0,0,0,0,192,"",0,"854",4,0
"425",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2014",0,0,0,0,0,0,191,"",0,"854",4,0
"426",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2013",0,0,0,0,0,0,190,"",0,"660",2,0
