"","Codigo","Companhia","Ano","Diretor","Percentual.de.Ações"
"1",4,"SERGEN SERVS GERAIS DE ENG SA","2010","Antonio de Padua Coimbra Tavares Pais","30.525400"
"2",6,"SPRINGER SA","2017","WALTER SACCA","0.180000"
"3",6,"SPRINGER SA","2016","WALTER SACCA","0.180000"
"4",6,"SPRINGER SA","2015","WALTER SACCA","0.180000"
"5",6,"SPRINGER SA","2014","WALTER SACCA","0.180000"
"6",6,"SPRINGER SA","2013","WALTER SACCA","0.180000"
"7",6,"SPRINGER SA","2012","WALTER SACCA","0.080000"
"8",6,"SPRINGER SA","2011","WALTER SACCA","0.080000"
"9",6,"SPRINGER SA","2010","WALTER SACCA","0.080000"
"10",6,"SPRINGER SA","2017","WALTER SACCA","0.180000"
"11",6,"SPRINGER SA","2016","WALTER SACCA","0.180000"
"12",6,"SPRINGER SA","2015","WALTER SACCA","0.180000"
"13",6,"SPRINGER SA","2014","WALTER SACCA","0.180000"
"14",6,"SPRINGER SA","2013","WALTER SACCA","0.180000"
"15",6,"SPRINGER SA","2012","WALTER SACCA","0.080000"
"16",6,"SPRINGER SA","2011","WALTER SACCA","0.080000"
"17",6,"SPRINGER SA","2010","WALTER SACCA","0.080000"
"18",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2017","WILSON LEMOS DE MORAES JUNIOR","0.003000"
"19",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2016","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"20",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2015","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"21",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2014","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"22",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"23",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"24",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"25",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"26",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2017","WILSON LEMOS DE MORAES JUNIOR","0.003000"
"27",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2016","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"28",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2015","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"29",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2014","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"30",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"31",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"32",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"33",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"34",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2017","WILSON LEMOS DE MORAES JUNIOR","0.003000"
"35",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2016","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"36",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2015","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"37",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2014","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"38",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"39",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"40",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"41",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"42",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2017","WILSON LEMOS DE MORAES JUNIOR","0.003000"
"43",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2016","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"44",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2015","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"45",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2014","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"46",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"47",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"48",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"49",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"50",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2017","WILSON LEMOS DE MORAES JUNIOR","0.003000"
"51",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2016","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"52",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2015","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"53",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2014","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"54",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2013","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"55",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2012","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"56",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2011","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"57",7,"WLM INDÚSTRIA E COMÉRCIO S.A.","2010","WILSON LEMOS DE MORAES JUNIOR","0.003047"
"58",18,"UNIPAR CARBOCLORO S.A.","2017","Frank Geyer Abubakir","0.251000"
"59",18,"UNIPAR CARBOCLORO S.A.","2016","Frank Geyer Abubakir","0.251346"
"60",18,"UNIPAR CARBOCLORO S.A.","2015","Frank Geyer Abubakir","0.251346"
"61",18,"UNIPAR CARBOCLORO S.A.","2014","Frank Geyer Abubakir","0.251346"
"62",18,"UNIPAR CARBOCLORO S.A.","2013","Frank Geyer Abubakir","0.251346"
"63",18,"UNIPAR CARBOCLORO S.A.","2012","Frank Geyer Abubakir","5.200982"
"64",18,"UNIPAR CARBOCLORO S.A.","2011","Frank Geyer Abubakir","5.200000"
"65",18,"UNIPAR CARBOCLORO S.A.","2010","Frank Geyer Abubakir","5.200000"
"66",20,"VULCABRAS|AZALEIA S.A.","2017","Pedro Bartelle","4.016000"
"67",20,"VULCABRAS|AZALEIA S.A.","2016","Pedro Bartelle","4.016000"
"68",20,"VULCABRAS|AZALEIA S.A.","2015","Pedro Bartelle","5.330000"
"69",20,"VULCABRAS|AZALEIA S.A.","2014","Pedro Bartelle","5.330000"
"70",20,"VULCABRAS|AZALEIA S.A.","2013","Pedro Bartelle","3.910100"
"71",20,"VULCABRAS|AZALEIA S.A.","2012","Pedro Bartelle","5.151800"
"72",20,"VULCABRAS|AZALEIA S.A.","2011","Pedro Bartelle","0.163488"
"73",20,"VULCABRAS|AZALEIA S.A.","2017","Pedro Bartelle","4.016000"
"74",20,"VULCABRAS|AZALEIA S.A.","2016","Pedro Bartelle","4.016000"
"75",20,"VULCABRAS|AZALEIA S.A.","2015","Pedro Bartelle","5.330000"
"76",20,"VULCABRAS|AZALEIA S.A.","2014","Pedro Bartelle","5.330000"
"77",20,"VULCABRAS|AZALEIA S.A.","2013","Pedro Bartelle","3.910100"
"78",20,"VULCABRAS|AZALEIA S.A.","2012","Pedro Bartelle","5.151800"
"79",20,"VULCABRAS|AZALEIA S.A.","2011","Pedro Bartelle","0.163488"
"80",22,"IOCHPE-MAXION SA","2017","Dan Ioschpe","2.151000"
"81",22,"IOCHPE-MAXION SA","2016","Dan Ioschpe","2.338327"
"82",22,"IOCHPE-MAXION SA","2015","Dan Ioschpe","2.289161"
"83",22,"IOCHPE-MAXION SA","2014","Dan Ioschpe","2.021300"
"84",22,"IOCHPE-MAXION SA","2013","Dan Ioschpe","2.013596"
"85",22,"IOCHPE-MAXION SA","2012","Dan Ioschpe","2.013596"
"86",22,"IOCHPE-MAXION SA","2011","Dan Ioschpe","2.013596"
"87",22,"IOCHPE-MAXION SA","2010","Dan Ioschpe","2.012427"
"88",22,"IOCHPE-MAXION SA","2017","Dan Ioschpe","2.151000"
"89",22,"IOCHPE-MAXION SA","2016","Dan Ioschpe","2.338327"
"90",22,"IOCHPE-MAXION SA","2015","Dan Ioschpe","2.289161"
"91",22,"IOCHPE-MAXION SA","2014","Dan Ioschpe","2.021300"
"92",22,"IOCHPE-MAXION SA","2013","Dan Ioschpe","2.013596"
"93",22,"IOCHPE-MAXION SA","2012","Dan Ioschpe","2.013596"
"94",22,"IOCHPE-MAXION SA","2011","Dan Ioschpe","2.013596"
"95",22,"IOCHPE-MAXION SA","2010","Dan Ioschpe","2.012427"
"96",22,"IOCHPE-MAXION SA","2017","Dan Ioschpe","2.151000"
"97",22,"IOCHPE-MAXION SA","2016","Dan Ioschpe","2.338327"
"98",22,"IOCHPE-MAXION SA","2015","Dan Ioschpe","2.289161"
"99",22,"IOCHPE-MAXION SA","2014","Dan Ioschpe","2.021300"
"100",22,"IOCHPE-MAXION SA","2013","Dan Ioschpe","2.013596"
"101",22,"IOCHPE-MAXION SA","2012","Dan Ioschpe","2.013596"
"102",22,"IOCHPE-MAXION SA","2011","Dan Ioschpe","2.013596"
"103",22,"IOCHPE-MAXION SA","2010","Dan Ioschpe","2.012427"
"104",34,"SANSUY SA INDÚSTRIA  DE PLASTICOS","2017","TOSHIO NAKABAYASHI","0.235000"
"105",40,"BANCO MERCANTIL BRASIL SA","2017","Luiz Henrique Andrade de Araújo","10.830000"
"106",40,"BANCO MERCANTIL BRASIL SA","2016","Luiz Henrique Andrade de Araújo","10.020000"
"107",40,"BANCO MERCANTIL BRASIL SA","2015","Luiz Henrique Andrade de Araújo","10.000000"
"108",40,"BANCO MERCANTIL BRASIL SA","2014","Luiz Henrique Andrade de Araújo","10.000000"
"109",40,"BANCO MERCANTIL BRASIL SA","2013","Luiz Henrique Andrade de Araújo","0.690000"
"110",40,"BANCO MERCANTIL BRASIL SA","2012","Luiz Henrique Andrade de Araújo","0.690000"
"111",40,"BANCO MERCANTIL BRASIL SA","2011","Luiz Henrique Andrade de Araújo","0.690000"
"112",40,"BANCO MERCANTIL BRASIL SA","2010","Luiz Henrique Andrade de Araújo","0.610000"
"113",40,"BANCO MERCANTIL BRASIL SA","2017","Luiz Henrique Andrade de Araújo","10.830000"
"114",40,"BANCO MERCANTIL BRASIL SA","2016","Luiz Henrique Andrade de Araújo","10.020000"
"115",40,"BANCO MERCANTIL BRASIL SA","2015","Luiz Henrique Andrade de Araújo","10.000000"
"116",40,"BANCO MERCANTIL BRASIL SA","2014","Luiz Henrique Andrade de Araújo","10.000000"
"117",40,"BANCO MERCANTIL BRASIL SA","2013","Luiz Henrique Andrade de Araújo","0.690000"
"118",40,"BANCO MERCANTIL BRASIL SA","2012","Luiz Henrique Andrade de Araújo","0.690000"
"119",40,"BANCO MERCANTIL BRASIL SA","2011","Luiz Henrique Andrade de Araújo","0.690000"
"120",40,"BANCO MERCANTIL BRASIL SA","2010","Luiz Henrique Andrade de Araújo","0.610000"
"121",40,"BANCO MERCANTIL BRASIL SA","2017","Luiz Henrique Andrade de Araújo","10.830000"
"122",40,"BANCO MERCANTIL BRASIL SA","2016","Luiz Henrique Andrade de Araújo","10.020000"
"123",40,"BANCO MERCANTIL BRASIL SA","2015","Luiz Henrique Andrade de Araújo","10.000000"
"124",40,"BANCO MERCANTIL BRASIL SA","2014","Luiz Henrique Andrade de Araújo","10.000000"
"125",40,"BANCO MERCANTIL BRASIL SA","2013","Luiz Henrique Andrade de Araújo","0.690000"
"126",40,"BANCO MERCANTIL BRASIL SA","2012","Luiz Henrique Andrade de Araújo","0.690000"
"127",40,"BANCO MERCANTIL BRASIL SA","2011","Luiz Henrique Andrade de Araújo","0.690000"
"128",40,"BANCO MERCANTIL BRASIL SA","2010","Luiz Henrique Andrade de Araújo","0.610000"
"129",40,"BANCO MERCANTIL BRASIL SA","2017","Luiz Henrique Andrade de Araújo","10.830000"
"130",40,"BANCO MERCANTIL BRASIL SA","2016","Luiz Henrique Andrade de Araújo","10.020000"
"131",40,"BANCO MERCANTIL BRASIL SA","2015","Luiz Henrique Andrade de Araújo","10.000000"
"132",40,"BANCO MERCANTIL BRASIL SA","2014","Luiz Henrique Andrade de Araújo","10.000000"
"133",40,"BANCO MERCANTIL BRASIL SA","2013","Luiz Henrique Andrade de Araújo","0.690000"
"134",40,"BANCO MERCANTIL BRASIL SA","2012","Luiz Henrique Andrade de Araújo","0.690000"
"135",40,"BANCO MERCANTIL BRASIL SA","2011","Luiz Henrique Andrade de Araújo","0.690000"
"136",40,"BANCO MERCANTIL BRASIL SA","2010","Luiz Henrique Andrade de Araújo","0.610000"
"137",44,"METALURGICA RIOSULENSE SA","2017","LUIS ANTONIO STRAMOSK","2.000000"
"138",44,"METALURGICA RIOSULENSE SA","2016","LUIS ANTONIO STRAMOSK","2.000000"
"139",44,"METALURGICA RIOSULENSE SA","2015","LUIS ANTONIO STRAMOSK","2.000000"
"140",44,"METALURGICA RIOSULENSE SA","2014","LUIS ANTONIO STRAMOSK","2.000000"
"141",44,"METALURGICA RIOSULENSE SA","2013","LUIS ANTONIO STRAMOSK","2.000000"
"142",44,"METALURGICA RIOSULENSE SA","2012","LUIS ANTONIO STRAMOSK","2.000000"
"143",44,"METALURGICA RIOSULENSE SA","2011","LUIS ANTONIO STRAMOSK","2.000000"
"144",44,"METALURGICA RIOSULENSE SA","2010","LUIS ANTONIO STRAMOSK","2.000000"
"145",44,"METALURGICA RIOSULENSE SA","2017","LUIS ANTONIO STRAMOSK","2.000000"
"146",44,"METALURGICA RIOSULENSE SA","2016","LUIS ANTONIO STRAMOSK","2.000000"
"147",44,"METALURGICA RIOSULENSE SA","2015","LUIS ANTONIO STRAMOSK","2.000000"
"148",44,"METALURGICA RIOSULENSE SA","2014","LUIS ANTONIO STRAMOSK","2.000000"
"149",44,"METALURGICA RIOSULENSE SA","2013","LUIS ANTONIO STRAMOSK","2.000000"
"150",44,"METALURGICA RIOSULENSE SA","2012","LUIS ANTONIO STRAMOSK","2.000000"
"151",44,"METALURGICA RIOSULENSE SA","2011","LUIS ANTONIO STRAMOSK","2.000000"
"152",44,"METALURGICA RIOSULENSE SA","2010","LUIS ANTONIO STRAMOSK","2.000000"
"153",44,"METALURGICA RIOSULENSE SA","2017","LUIS ANTONIO STRAMOSK","2.000000"
"154",44,"METALURGICA RIOSULENSE SA","2016","LUIS ANTONIO STRAMOSK","2.000000"
"155",44,"METALURGICA RIOSULENSE SA","2015","LUIS ANTONIO STRAMOSK","2.000000"
"156",44,"METALURGICA RIOSULENSE SA","2014","LUIS ANTONIO STRAMOSK","2.000000"
"157",44,"METALURGICA RIOSULENSE SA","2013","LUIS ANTONIO STRAMOSK","2.000000"
"158",44,"METALURGICA RIOSULENSE SA","2012","LUIS ANTONIO STRAMOSK","2.000000"
"159",44,"METALURGICA RIOSULENSE SA","2011","LUIS ANTONIO STRAMOSK","2.000000"
"160",44,"METALURGICA RIOSULENSE SA","2010","LUIS ANTONIO STRAMOSK","2.000000"
"161",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"162",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"163",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"164",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"165",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"166",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"167",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"168",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"169",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"170",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"171",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"172",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"173",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"174",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"175",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"176",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"177",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"178",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"179",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"180",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"181",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"182",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"183",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"184",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"185",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"186",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"187",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"188",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"189",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"190",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"191",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"192",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"193",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"194",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"195",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"196",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"197",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"198",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"199",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"200",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"201",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"202",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"203",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"204",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"205",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"206",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"207",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"208",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"209",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"210",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"211",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"212",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"213",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"214",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"215",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"216",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"217",45,"POLPAR S.A.","2017","David Feffer","18.026000"
"218",45,"POLPAR S.A.","2016","David Feffer","18.026471"
"219",45,"POLPAR S.A.","2015","David Feffer","18.080000"
"220",45,"POLPAR S.A.","2014","David Feffer","18.080000"
"221",45,"POLPAR S.A.","2013","David Feffer","18.080000"
"222",45,"POLPAR S.A.","2012","David Feffer","18.080000"
"223",45,"POLPAR S.A.","2011","David Feffer","18.080000"
"224",45,"POLPAR S.A.","2010","David Feffer","18.080000"
"225",47,"MINUPAR PARTICIPACOES SA","2012","Sérgio Roberto Jaeschke Jaeger","1.320000"
"226",47,"MINUPAR PARTICIPACOES SA","2011","Sérgio Roberto Jaeschke Jaeger","1.310000"
"227",47,"MINUPAR PARTICIPACOES SA","2010","Sérgio Roberto Jaeschke Jaeger","1.720000"
"228",47,"MINUPAR PARTICIPACOES SA","2012","Sérgio Roberto Jaeschke Jaeger","1.320000"
"229",47,"MINUPAR PARTICIPACOES SA","2011","Sérgio Roberto Jaeschke Jaeger","1.310000"
"230",47,"MINUPAR PARTICIPACOES SA","2010","Sérgio Roberto Jaeschke Jaeger","1.720000"
"231",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2017","Elie Horn","22.682000"
"232",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2016","Elie Horn","22.646494"
"233",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2015","Elie Horn","24.548004"
"234",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2014","Elie Horn","24.548004"
"235",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2013","Elie Horn","24.548004"
"236",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2012","Elie Horn","23.551374"
"237",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2011","Elie Horn","23.551374"
"238",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2010","Elie Horn","23.198103"
"239",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2017","Elie Horn","22.682000"
"240",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2016","Elie Horn","22.646494"
"241",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2015","Elie Horn","24.548004"
"242",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2014","Elie Horn","24.548004"
"243",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2013","Elie Horn","24.548004"
"244",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2012","Elie Horn","23.551374"
"245",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2011","Elie Horn","23.551374"
"246",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2010","Elie Horn","23.198103"
"247",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2017","Elie Horn","22.682000"
"248",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2016","Elie Horn","22.646494"
"249",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2015","Elie Horn","24.548004"
"250",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2014","Elie Horn","24.548004"
"251",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2013","Elie Horn","24.548004"
"252",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2012","Elie Horn","23.551374"
"253",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2011","Elie Horn","23.551374"
"254",69,"CYRELA BRAZIL REALTY SA EMPRS E PARTS","2010","Elie Horn","23.198103"
"255",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"256",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"257",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"258",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"259",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"260",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"261",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"262",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"263",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"264",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"265",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"266",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"267",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"268",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"269",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"270",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"271",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"272",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"273",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"274",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"275",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"276",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"277",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"278",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"279",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"280",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"281",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"282",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"283",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"284",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"285",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"286",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"287",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"288",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"289",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"290",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"291",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"292",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"293",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"294",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"295",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"296",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"297",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"298",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"299",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"300",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"301",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"302",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"303",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"304",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"305",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"306",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"307",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"308",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"309",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"310",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
"311",76,"SCHULZ SA","2017","OVANDI ROSENSTOCK","17.899000"
"312",76,"SCHULZ SA","2016","OVANDI ROSENSTOCK","17.899064"
"313",76,"SCHULZ SA","2015","OVANDI ROSENSTOCK","17.899064"
"314",76,"SCHULZ SA","2014","OVANDI ROSENSTOCK","17.899064"
"315",76,"SCHULZ SA","2013","OVANDI ROSENSTOCK","17.899064"
"316",76,"SCHULZ SA","2012","OVANDI ROSENSTOCK","17.899064"
"317",76,"SCHULZ SA","2011","OVANDI ROSENSTOCK","17.899064"
"318",76,"SCHULZ SA","2010","OVANDI ROSENSTOCK","17.900000"
